"","aln","pars.site","tot.sites","pars.site.prop","rf.distance"
"35","10665at8782-aln.nexus","722","2619","0.275677739595265","54"
"36","10709at8782-aln.nexus","1418","3072","0.461588541666667","28"
"37","10711at8782-aln.nexus","899","2106","0.42687559354226","38"
"38","10721at8782-aln.nexus","1023","3108","0.329150579150579","30"
"39","10729at8782-aln.nexus","1850","4593","0.402786849553669","50"
"40","10732at8782-aln.nexus","452","2130","0.212206572769953","40"
"41","10767at8782-aln.nexus","1457","3162","0.46078431372549","60"
"42","10795at8782-aln.nexus","1880","3141","0.598535498248965","34"
"43","10799at8782-aln.nexus","504","2160","0.233333333333333","46"
"44","10831at8782-aln.nexus","1500","3348","0.448028673835125","46"
"45","10862at8782-aln.nexus","930","3183","0.292177191328935","48"
"46","10875at8782-aln.nexus","940","2352","0.399659863945578","34"
"47","10893at8782-aln.nexus","1245","3297","0.37761601455869","52"
"48","10905at8782-aln.nexus","1275","2961","0.430597771023303","56"
"49","10913at8782-aln.nexus","1092","3588","0.304347826086957","52"
"50","10919at8782-aln.nexus","2945","8544","0.344686329588015","24"
"51","10964at8782-aln.nexus","788","2370","0.332489451476793","26"
"52","10975at8782-aln.nexus","1585","4467","0.354824266845758","42"
"53","10983at8782-aln.nexus","1066","3705","0.287719298245614","60"
"54","10985at8782-aln.nexus","1012","3165","0.319747235387046","40"
"55","11032at8782-aln.nexus","471","2079","0.226551226551227","34"
"56","11035at8782-aln.nexus","1179","2478","0.475786924939467","82"
"57","11049at8782-aln.nexus","1059","2433","0.435265104808878","70"
"58","11067at8782-aln.nexus","1585","4620","0.343073593073593","84"
"59","11099at8782-aln.nexus","955","3261","0.292854952468568","66"
"60","11101at8782-aln.nexus","1306","2814","0.46410803127221","66"
"61","11105at8782-aln.nexus","1143","3039","0.376110562685094","26"
"62","11109at8782-aln.nexus","1199","2853","0.420259376095338","50"
"63","11247at8782-aln.nexus","1752","4527","0.3870112657389","44"
"64","11257at8782-aln.nexus","1578","3801","0.415153906866614","66"
"65","11269at8782-aln.nexus","842","2124","0.396421845574388","34"
"66","11277at8782-aln.nexus","1064","2457","0.433048433048433","30"
"67","11300at8782-aln.nexus","1620","3027","0.535183349851338","62"
"68","11349at8782-aln.nexus","1099","3096","0.354974160206718","68"
"69","11370at8782-aln.nexus","942","2901","0.324715615305067","36"
"70","11376at8782-aln.nexus","1315","3972","0.331067472306143","62"
"71","11383at8782-aln.nexus","858","3189","0.269049858889934","52"
"72","11412at8782-aln.nexus","1263","4194","0.301144492131617","80"
"73","11428at8782-aln.nexus","444","1578","0.281368821292776","36"
"74","11431at8782-aln.nexus","932","2655","0.351035781544256","48"
"75","11434at8782-aln.nexus","1139","4131","0.275720164609054","24"
"76","11454at8782-aln.nexus","616","2181","0.282439248051353","42"
"77","11461at8782-aln.nexus","1162","3990","0.291228070175439","72"
"78","1148at8782-aln.nexus","4094","10281","0.398210290827741","32"
"79","11517at8782-aln.nexus","893","2877","0.310392770246785","48"
"80","1156at8782-aln.nexus","1576","6774","0.232654266312371","26"
"81","11584at8782-aln.nexus","1644","2433","0.675709001233046","36"
"82","11596at8782-aln.nexus","1336","2568","0.520249221183801","64"
"83","11611at8782-aln.nexus","605","2136","0.283239700374532","36"
"84","11621at8782-aln.nexus","1327","2466","0.538118410381184","60"
"85","11654at8782-aln.nexus","736","2715","0.271086556169429","44"
"86","11668at8782-aln.nexus","1409","5178","0.272112784859019","32"
"87","1166at8782-aln.nexus","1882","6678","0.281820904462414","22"
"88","11673at8782-aln.nexus","1465","3354","0.436791890280262","52"
"89","11684at8782-aln.nexus","484","1938","0.249742002063983","40"
"90","11714at8782-aln.nexus","779","3042","0.256081525312295","74"
"91","11724at8782-aln.nexus","767","2256","0.339982269503546","38"
"92","11744at8782-aln.nexus","1584","3711","0.426839126919968","54"
"93","11745at8782-aln.nexus","1135","2613","0.434366628396479","28"
"94","11751at8782-aln.nexus","1229","5112","0.240414710485133","54"
"95","1177at8782-aln.nexus","4970","9783","0.508024123479505","56"
"96","11785at8782-aln.nexus","1096","6597","0.166136122479915","72"
"97","11790at8782-aln.nexus","1268","3804","0.333333333333333","68"
"98","11798at8782-aln.nexus","655","2523","0.259611573523583","38"
"99","117at8782-aln.nexus","4894","15615","0.313416586615434","20"
"100","11821at8782-aln.nexus","1619","3648","0.443804824561404","62"
"101","11827at8782-aln.nexus","1898","5124","0.370413739266198","72"
"102","11828at8782-aln.nexus","1927","3630","0.530853994490358","82"
"103","11845at8782-aln.nexus","2258","4905","0.460346585117227","70"
"104","11864at8782-aln.nexus","881","2409","0.365711913657119","40"
"105","11917at8782-aln.nexus","1236","3048","0.405511811023622","26"
"106","1195at8782-aln.nexus","1707","6096","0.28001968503937","30"
"107","11987at8782-aln.nexus","570","2151","0.264993026499303","26"
"108","11988at8782-aln.nexus","794","2364","0.335871404399323","56"
"109","11992at8782-aln.nexus","500","2160","0.231481481481481","56"
"110","11999at8782-aln.nexus","835","2514","0.332140015910899","44"
"111","12003at8782-aln.nexus","1095","3171","0.345316934720908","42"
"112","12030at8782-aln.nexus","887","2355","0.376645435244161","38"
"113","12045at8782-aln.nexus","2563","5493","0.466593846714","52"
"114","12081at8782-aln.nexus","1878","3813","0.492525570416995","88"
"115","12109at8782-aln.nexus","2400","5652","0.424628450106157","88"
"116","12135at8782-aln.nexus","641","2379","0.269440941572089","74"
"117","12138at8782-aln.nexus","1305","3618","0.360696517412935","50"
"118","12147at8782-aln.nexus","817","2577","0.317035312378735","54"
"119","12195at8782-aln.nexus","1400","2694","0.519673348181143","62"
"120","12225at8782-aln.nexus","1124","3642","0.308621636463482","32"
"121","12226at8782-aln.nexus","931","3537","0.263217415889172","28"
"122","1222at8782-aln.nexus","2553","7386","0.345653939886271","32"
"123","12230at8782-aln.nexus","1435","3315","0.432880844645551","66"
"124","12287at8782-aln.nexus","907","2385","0.380293501048218","40"
"125","1228at8782-aln.nexus","3472","8424","0.412155745489079","40"
"126","12328at8782-aln.nexus","1458","3288","0.443430656934307","56"
"127","12334at8782-aln.nexus","539","2088","0.258141762452107","18"
"128","12342at8782-aln.nexus","898","4509","0.199157241073409","70"
"129","12405at8782-aln.nexus","1212","5685","0.213192612137203","40"
"130","12417at8782-aln.nexus","834","3537","0.23579304495335","24"
"131","12422at8782-aln.nexus","1100","3084","0.356679636835279","56"
"132","12462at8782-aln.nexus","423","1887","0.224165341812401","44"
"133","12480at8782-aln.nexus","1006","2352","0.427721088435374","32"
"134","12508at8782-aln.nexus","2235","4398","0.50818553888131","94"
"135","12526at8782-aln.nexus","640","2781","0.230133045667026","28"
"136","12530at8782-aln.nexus","927","2781","0.333333333333333","34"
"137","12585at8782-aln.nexus","818","3642","0.224601867105986","40"
"138","12588at8782-aln.nexus","653","3507","0.186199030510408","48"
"139","12607at8782-aln.nexus","1149","2781","0.413160733549083","42"
"140","12627at8782-aln.nexus","989","3894","0.253980482794042","32"
"141","12628at8782-aln.nexus","751","2289","0.328090869375273","52"
"142","12725at8782-aln.nexus","752","2250","0.334222222222222","44"
"143","12728at8782-aln.nexus","939","2580","0.363953488372093","46"
"144","12735at8782-aln.nexus","1508","3390","0.444837758112094","64"
"145","12765at8782-aln.nexus","833","1992","0.418172690763052","32"
"146","12768at8782-aln.nexus","738","2199","0.335607094133697","30"
"147","12776at8782-aln.nexus","1511","3258","0.46378146101903","84"
"148","12799at8782-aln.nexus","1086","3669","0.295993458708095","70"
"149","12810at8782-aln.nexus","2079","4050","0.513333333333333","44"
"150","12840at8782-aln.nexus","1711","4059","0.421532397142153","54"
"151","12842at8782-aln.nexus","1338","3510","0.381196581196581","46"
"152","12844at8782-aln.nexus","1733","2916","0.594307270233196","44"
"153","12851at8782-aln.nexus","915","2358","0.388040712468193","80"
"154","12862at8782-aln.nexus","1316","2898","0.454106280193237","64"
"155","12866at8782-aln.nexus","1079","2751","0.392221010541621","44"
"156","12869at8782-aln.nexus","2258","3432","0.657925407925408","74"
"157","12894at8782-aln.nexus","645","2298","0.280678851174935","34"
"158","12895at8782-aln.nexus","1247","3963","0.314660610648499","100"
"159","12899at8782-aln.nexus","705","2244","0.314171122994652","52"
"160","12907at8782-aln.nexus","276","1905","0.14488188976378","42"
"161","12933at8782-aln.nexus","1088","3312","0.328502415458937","78"
"162","12962at8782-aln.nexus","1078","3459","0.311650766117375","68"
"163","12971at8782-aln.nexus","531","3228","0.164498141263941","40"
"164","13002at8782-aln.nexus","987","4029","0.244973938942666","44"
"165","13006at8782-aln.nexus","1276","2910","0.438487972508591","30"
"166","1306at8782-aln.nexus","2379","8250","0.288363636363636","22"
"167","13070at8782-aln.nexus","647","2226","0.290655884995508","32"
"168","13079at8782-aln.nexus","1380","3402","0.405643738977072","72"
"169","13140at8782-aln.nexus","1266","2811","0.450373532550694","60"
"170","13152at8782-aln.nexus","1072","2970","0.360942760942761","28"
"171","13184at8782-aln.nexus","803","2106","0.381291547958215","56"
"172","13204at8782-aln.nexus","898","2304","0.389756944444444","22"
"173","13211at8782-aln.nexus","855","3891","0.219737856592136","76"
"174","13220at8782-aln.nexus","766","2238","0.342269883824844","72"
"175","1322at8782-aln.nexus","1833","6258","0.292905081495686","22"
"176","13255at8782-aln.nexus","2038","4482","0.454707719767961","70"
"177","13263at8782-aln.nexus","1482","3369","0.439893143365984","58"
"178","13266at8782-aln.nexus","616","3171","0.194260485651214","18"
"179","13277at8782-aln.nexus","1093","2589","0.422170722286597","36"
"180","13298at8782-aln.nexus","544","1992","0.273092369477912","36"
"181","13306at8782-aln.nexus","975","2925","0.333333333333333","40"
"182","13332at8782-aln.nexus","1089","2367","0.460076045627376","34"
"183","13352at8782-aln.nexus","690","2109","0.327169274537696","26"
"184","1336at8782-aln.nexus","2666","7833","0.34035490871952","62"
"185","13381at8782-aln.nexus","672","2127","0.315937940761636","60"
"186","13394at8782-aln.nexus","1300","3573","0.363839910439407","76"
"187","13405at8782-aln.nexus","538","1872","0.287393162393162","34"
"188","13412at8782-aln.nexus","1688","4158","0.405964405964406","62"
"189","1341at8782-aln.nexus","2447","6543","0.373987467522543","38"
"190","13447at8782-aln.nexus","844","2193","0.384860921112631","42"
"191","13450at8782-aln.nexus","1178","2205","0.534240362811791","92"
"192","13485at8782-aln.nexus","953","2313","0.412019022913965","46"
"193","13486at8782-aln.nexus","1877","4050","0.463456790123457","58"
"194","13494at8782-aln.nexus","893","3246","0.275107825015404","40"
"195","13495at8782-aln.nexus","2205","5595","0.394101876675603","68"
"196","13503at8782-aln.nexus","443","1713","0.258610624635143","54"
"197","13530at8782-aln.nexus","729","2019","0.361069836552749","26"
"198","13560at8782-aln.nexus","1089","2598","0.419168591224018","50"
"199","13582at8782-aln.nexus","1090","2409","0.452469904524699","30"
"200","13587at8782-aln.nexus","1071","3780","0.283333333333333","42"
"201","13588at8782-aln.nexus","1058","2808","0.376780626780627","50"
"202","13592at8782-aln.nexus","1410","2784","0.506465517241379","28"
"203","1360at8782-aln.nexus","2838","7317","0.387863878638786","20"
"204","13662at8782-aln.nexus","998","5373","0.185743532477201","74"
"205","13667at8782-aln.nexus","1325","3375","0.392592592592593","80"
"206","13692at8782-aln.nexus","409","1923","0.212688507540302","52"
"207","13726at8782-aln.nexus","1062","4068","0.261061946902655","80"
"208","13760at8782-aln.nexus","1065","2919","0.364850976361768","44"
"209","13762at8782-aln.nexus","1555","3948","0.39387031408308","64"
"210","13770at8782-aln.nexus","901","3186","0.282799748901444","50"
"211","13784at8782-aln.nexus","1085","2430","0.446502057613169","54"
"212","13786at8782-aln.nexus","1562","4074","0.383406971035837","36"
"213","13790at8782-aln.nexus","1199","2637","0.454683352294274","80"
"214","13793at8782-aln.nexus","1279","4200","0.30452380952381","42"
"215","137at8782-aln.nexus","3809","14550","0.261786941580756","28"
"216","13811at8782-aln.nexus","752","2076","0.36223506743738","46"
"217","13842at8782-aln.nexus","892","2127","0.419370004701457","80"
"218","1386at8782-aln.nexus","2774","8514","0.325816302560489","22"
"219","13884at8782-aln.nexus","948","3150","0.300952380952381","20"
"220","13904at8782-aln.nexus","1019","3123","0.326288824847903","74"
"221","13907at8782-aln.nexus","1223","2646","0.462207105064248","82"
"222","13914at8782-aln.nexus","971","2952","0.328929539295393","60"
"223","13926at8782-aln.nexus","934","2067","0.451862602805999","42"
"224","13938at8782-aln.nexus","2011","3438","0.584933100639907","94"
"225","13942at8782-aln.nexus","1121","2202","0.509082652134423","58"
"226","13983at8782-aln.nexus","980","3072","0.319010416666667","60"
"227","13993at8782-aln.nexus","1855","5244","0.35373760488177","56"
"228","14009at8782-aln.nexus","866","2568","0.337227414330218","56"
"229","14023at8782-aln.nexus","935","2388","0.391541038525963","22"
"230","14066at8782-aln.nexus","967","2508","0.385566188197767","58"
"231","14093at8782-aln.nexus","516","1761","0.293015332197615","56"
"232","14111at8782-aln.nexus","813","2832","0.287076271186441","46"
"233","14134at8782-aln.nexus","1639","3813","0.429845266194597","66"
"234","1413at8782-aln.nexus","2809","7227","0.388681333886813","28"
"235","14145at8782-aln.nexus","737","6870","0.107278020378457","42"
"236","14160at8782-aln.nexus","1363","2493","0.546730846369835","58"
"237","14166at8782-aln.nexus","1231","2961","0.415737926376224","58"
"238","1418at8782-aln.nexus","2696","8346","0.323028995926192","34"
"239","14216at8782-aln.nexus","851","2421","0.351507641470467","44"
"240","1422at8782-aln.nexus","2504","5823","0.430018890606217","48"
"241","14234at8782-aln.nexus","1412","2433","0.580353473078504","34"
"242","14244at8782-aln.nexus","869","2331","0.372801372801373","30"
"243","14247at8782-aln.nexus","925","3564","0.259539842873176","54"
"244","14271at8782-aln.nexus","1008","2829","0.356309650053022","72"
"245","14273at8782-aln.nexus","594","1950","0.304615384615385","58"
"246","1428at8782-aln.nexus","3685","9084","0.405658300308234","56"
"247","14303at8782-aln.nexus","1009","2439","0.413694136941369","66"
"248","14316at8782-aln.nexus","1629","2805","0.580748663101604","42"
"249","14353at8782-aln.nexus","862","2142","0.402427637721755","30"
"250","14369at8782-aln.nexus","1159","3063","0.378387202089455","96"
"251","14400at8782-aln.nexus","736","2421","0.304006608839323","36"
"252","14401at8782-aln.nexus","839","2442","0.343570843570844","40"
"253","14454at8782-aln.nexus","474","1800","0.263333333333333","48"
"254","14458at8782-aln.nexus","396","1677","0.23613595706619","36"
"255","14526at8782-aln.nexus","1274","2307","0.552232336367577","92"
"256","14531at8782-aln.nexus","1079","2619","0.411989308896525","32"
"257","14573at8782-aln.nexus","395","1842","0.214440825190011","66"
"258","14576at8782-aln.nexus","675","2163","0.312066574202497","60"
"259","14597at8782-aln.nexus","1105","4221","0.261786306562426","80"
"260","14622at8782-aln.nexus","1191","2457","0.484737484737485","46"
"261","14633at8782-aln.nexus","875","2193","0.398996808025536","46"
"262","14662at8782-aln.nexus","1806","3168","0.570075757575758","36"
"263","14664at8782-aln.nexus","1635","2865","0.570680628272251","38"
"264","1469at8782-aln.nexus","1607","5523","0.29096505522361","28"
"265","14711at8782-aln.nexus","1545","3516","0.439419795221843","78"
"266","14741at8782-aln.nexus","965","2118","0.45561850802644","48"
"267","14760at8782-aln.nexus","1024","2625","0.390095238095238","86"
"268","14767at8782-aln.nexus","1543","6015","0.256525353283458","82"
"269","14778at8782-aln.nexus","2774","8418","0.329531955333809","56"
"270","14784at8782-aln.nexus","931","2403","0.387432376196421","42"
"271","14801at8782-aln.nexus","805","4821","0.166977805434557","32"
"272","14807at8782-aln.nexus","943","3303","0.285498032092038","60"
"273","14840at8782-aln.nexus","1167","3834","0.304381846635368","60"
"274","14848at8782-aln.nexus","941","2127","0.442407146215327","50"
"275","14866at8782-aln.nexus","774","2661","0.29086809470124","56"
"276","14868at8782-aln.nexus","526","2379","0.221101303068516","48"
"277","14872at8782-aln.nexus","874","2346","0.372549019607843","30"
"278","1489at8782-aln.nexus","2388","6813","0.350506384852488","38"
"279","14901at8782-aln.nexus","1428","2871","0.497387669801463","66"
"280","1490at8782-aln.nexus","2185","7770","0.281209781209781","54"
"281","14934at8782-aln.nexus","1073","2826","0.379688605803255","88"
"282","14941at8782-aln.nexus","1681","4140","0.406038647342995","32"
"283","14949at8782-aln.nexus","614","2154","0.285051067780873","66"
"284","14992at8782-aln.nexus","1150","2001","0.574712643678161","54"
"285","15026at8782-aln.nexus","1512","2970","0.509090909090909","70"
"286","15044at8782-aln.nexus","622","1935","0.321447028423773","38"
"287","15052at8782-aln.nexus","788","1749","0.4505431675243","38"
"288","15061at8782-aln.nexus","925","2808","0.329415954415954","26"
"289","15079at8782-aln.nexus","1537","3279","0.468740469655383","82"
"290","150at8782-aln.nexus","4832","13161","0.367145353696528","24"
"291","15101at8782-aln.nexus","397","2403","0.165210153974199","50"
"292","15102at8782-aln.nexus","777","2148","0.361731843575419","46"
"293","15128at8782-aln.nexus","849","2430","0.349382716049383","70"
"294","15133at8782-aln.nexus","844","2676","0.315396113602392","72"
"295","15152at8782-aln.nexus","1402","2799","0.500893176134334","26"
"296","15156at8782-aln.nexus","1530","3054","0.50098231827112","84"
"297","15163at8782-aln.nexus","1718","3285","0.522983257229833","26"
"298","15206at8782-aln.nexus","1361","2280","0.596929824561404","40"
"299","15222at8782-aln.nexus","1284","2058","0.623906705539359","84"
"300","15348at8782-aln.nexus","890","1860","0.478494623655914","36"
"301","15368at8782-aln.nexus","835","2307","0.361941915908106","56"
"302","15382at8782-aln.nexus","1701","7767","0.219003476245655","68"
"303","15506at8782-aln.nexus","971","2853","0.340343498072205","36"
"304","15530at8782-aln.nexus","850","2202","0.386012715712988","34"
"305","15543at8782-aln.nexus","535","1803","0.296727676095397","26"
"306","15552at8782-aln.nexus","783","5640","0.138829787234043","42"
"307","15562at8782-aln.nexus","1121","3525","0.318014184397163","28"
"308","15587at8782-aln.nexus","1677","4251","0.394495412844037","24"
"309","1561at8782-aln.nexus","2634","8610","0.305923344947735","16"
"310","15693at8782-aln.nexus","443","2283","0.194042925974595","30"
"311","15704at8782-aln.nexus","1019","2553","0.399138268703486","36"
"312","15719at8782-aln.nexus","737","1887","0.390567037625861","36"
"313","15726at8782-aln.nexus","1381","3243","0.425840271353685","52"
"314","15751at8782-aln.nexus","815","2760","0.295289855072464","82"
"315","1577at8782-aln.nexus","1505","5700","0.264035087719298","26"
"316","15781at8782-aln.nexus","1346","2763","0.487151646760767","42"
"317","15807at8782-aln.nexus","1398","2994","0.466933867735471","106"
"318","15818at8782-aln.nexus","1670","3675","0.454421768707483","42"
"319","15832at8782-aln.nexus","1437","2628","0.546803652968037","70"
"320","15859at8782-aln.nexus","644","1806","0.356589147286822","52"
"321","15863at8782-aln.nexus","1139","2931","0.388604571818492","64"
"322","15889at8782-aln.nexus","512","1935","0.264599483204134","32"
"323","15917at8782-aln.nexus","644","1896","0.339662447257384","46"
"324","15929at8782-aln.nexus","993","2139","0.464235624123422","48"
"325","15932at8782-aln.nexus","1219","2553","0.477477477477477","58"
"326","15934at8782-aln.nexus","631","1935","0.32609819121447","44"
"327","15938at8782-aln.nexus","2132","4374","0.487425697302241","56"
"328","15970at8782-aln.nexus","1944","3294","0.590163934426229","72"
"329","15983at8782-aln.nexus","705","2367","0.297845373891001","38"
"330","15989at8782-aln.nexus","556","2061","0.269771955361475","40"
"331","16067at8782-aln.nexus","739","2553","0.289463376419898","54"
"332","16106at8782-aln.nexus","625","2046","0.305474095796676","34"
"333","16116at8782-aln.nexus","892","2493","0.357801845166466","48"
"334","16133at8782-aln.nexus","1784","3309","0.539135690540949","90"
"335","16137at8782-aln.nexus","698","1395","0.500358422939068","96"
"336","16146at8782-aln.nexus","230","1782","0.129068462401796","46"
"337","16147at8782-aln.nexus","807","2301","0.350717079530639","64"
"338","16159at8782-aln.nexus","921","2010","0.458208955223881","78"
"339","16173at8782-aln.nexus","1646","3633","0.453069088907239","46"
"340","1619at8782-aln.nexus","1568","6387","0.245498669171755","18"
"341","161at8782-aln.nexus","4370","10821","0.403844376674984","46"
"342","16201at8782-aln.nexus","1144","2694","0.424647364513734","46"
"343","16207at8782-aln.nexus","1127","4158","0.271043771043771","88"
"344","16231at8782-aln.nexus","872","2370","0.367932489451477","42"
"345","16257at8782-aln.nexus","480","1818","0.264026402640264","38"
"346","16277at8782-aln.nexus","487","2082","0.233909702209414","58"
"347","16282at8782-aln.nexus","1312","2817","0.465743698970536","58"
"348","16287at8782-aln.nexus","940","1995","0.471177944862155","46"
"349","16317at8782-aln.nexus","653","2856","0.228641456582633","44"
"350","16342at8782-aln.nexus","1109","3408","0.325410798122066","56"
"351","16350at8782-aln.nexus","295","1830","0.16120218579235","52"
"352","1640at8782-aln.nexus","1639","5832","0.281035665294925","24"
"353","16417at8782-aln.nexus","1793","4170","0.429976019184652","86"
"354","16426at8782-aln.nexus","638","1731","0.368573079145003","32"
"355","16440at8782-aln.nexus","1912","3933","0.486142893465548","80"
"356","16468at8782-aln.nexus","1889","3699","0.510678561773452","28"
"357","16481at8782-aln.nexus","851","2451","0.347205222358221","54"
"358","16502at8782-aln.nexus","1658","2934","0.565098841172461","40"
"359","16509at8782-aln.nexus","1027","2514","0.408512330946698","40"
"360","16524at8782-aln.nexus","963","2016","0.477678571428571","62"
"361","16552at8782-aln.nexus","1172","3987","0.293955354903436","72"
"362","16553at8782-aln.nexus","699","2592","0.269675925925926","22"
"363","16585at8782-aln.nexus","625","1887","0.331213566507684","52"
"364","16610at8782-aln.nexus","903","2346","0.384910485933504","48"
"365","16614at8782-aln.nexus","1617","3450","0.468695652173913","48"
"366","16631at8782-aln.nexus","1545","3330","0.463963963963964","22"
"367","16637at8782-aln.nexus","1265","3732","0.338960342979636","80"
"368","16640at8782-aln.nexus","452","1923","0.235049401976079","32"
"369","16712at8782-aln.nexus","1432","3768","0.380042462845011","84"
"370","16716at8782-aln.nexus","1580","3822","0.413396127681842","64"
"371","16736at8782-aln.nexus","1222","3135","0.389792663476874","54"
"372","16761at8782-aln.nexus","630","1863","0.338164251207729","66"
"373","16772at8782-aln.nexus","1115","2958","0.376943881000676","66"
"374","16847at8782-aln.nexus","1047","3177","0.329556185080264","42"
"375","1685at8782-aln.nexus","1605","5835","0.275064267352185","82"
"376","16879at8782-aln.nexus","2340","5277","0.443433769187038","42"
"377","16899at8782-aln.nexus","511","1878","0.27209797657082","42"
"378","16911at8782-aln.nexus","1081","2142","0.504668534080299","52"
"379","16932at8782-aln.nexus","1470","3963","0.370931112793338","78"
"380","16951at8782-aln.nexus","916","2436","0.376026272577997","50"
"381","16972at8782-aln.nexus","1223","2562","0.47736143637783","62"
"382","16984at8782-aln.nexus","768","2367","0.32446134347275","28"
"383","17008at8782-aln.nexus","447","1917","0.233176838810642","34"
"384","1701at8782-aln.nexus","2464","6198","0.397547595998709","38"
"385","17033at8782-aln.nexus","453","1776","0.255067567567568","44"
"386","17042at8782-aln.nexus","491","1641","0.299207800121877","54"
"387","17043at8782-aln.nexus","953","2070","0.460386473429952","72"
"388","17050at8782-aln.nexus","562","1698","0.330977620730271","26"
"389","17155at8782-aln.nexus","381","1725","0.220869565217391","62"
"390","17178at8782-aln.nexus","471","1803","0.261231281198003","58"
"391","17179at8782-aln.nexus","1214","4326","0.280628756356912","84"
"392","17206at8782-aln.nexus","686","3606","0.190238491403217","52"
"393","17256at8782-aln.nexus","1479","5085","0.290855457227139","70"
"394","17275at8782-aln.nexus","461","1797","0.256538675570395","28"
"395","17323at8782-aln.nexus","629","2091","0.300813008130081","90"
"396","17336at8782-aln.nexus","472","1770","0.266666666666667","32"
"397","17355at8782-aln.nexus","909","3726","0.243961352657005","58"
"398","17418at8782-aln.nexus","775","2085","0.371702637889688","54"
"399","17426at8782-aln.nexus","906","4605","0.196742671009772","36"
"400","17429at8782-aln.nexus","1202","2934","0.409679618268575","76"
"401","17466at8782-aln.nexus","492","1812","0.271523178807947","84"
"402","17468at8782-aln.nexus","1157","3201","0.361449547016557","100"
"403","17498at8782-aln.nexus","687","2034","0.337758112094395","28"
"404","17508at8782-aln.nexus","1640","3096","0.529715762273902","78"
"405","17510at8782-aln.nexus","694","1650","0.420606060606061","36"
"406","17571at8782-aln.nexus","818","2133","0.383497421472105","38"
"407","17588at8782-aln.nexus","1388","2847","0.487530734106077","60"
"408","17612at8782-aln.nexus","784","2382","0.329135180520571","64"
"409","17629at8782-aln.nexus","941","2052","0.458576998050682","70"
"410","17636at8782-aln.nexus","897","2214","0.405149051490515","30"
"411","17638at8782-aln.nexus","1390","2709","0.513104466592839","68"
"412","17677at8782-aln.nexus","428","1683","0.254307783719548","36"
"413","17693at8782-aln.nexus","1544","4365","0.353722794959908","32"
"414","17694at8782-aln.nexus","1029","3015","0.341293532338308","26"
"415","17706at8782-aln.nexus","774","2649","0.292185730464326","50"
"416","1770at8782-aln.nexus","2258","6357","0.355198993235803","32"
"417","17719at8782-aln.nexus","1126","2070","0.543961352657005","36"
"418","17770at8782-aln.nexus","825","2610","0.316091954022989","68"
"419","17776at8782-aln.nexus","596","2163","0.275543226999538","64"
"420","17799at8782-aln.nexus","708","2271","0.311756935270806","62"
"421","1780at8782-aln.nexus","2206","6384","0.345551378446115","30"
"422","17834at8782-aln.nexus","696","3366","0.206773618538324","56"
"423","17864at8782-aln.nexus","847","2718","0.311626195732156","32"
"424","17882at8782-aln.nexus","648","2085","0.310791366906475","60"
"425","17888at8782-aln.nexus","1008","3879","0.259860788863109","66"
"426","17899at8782-aln.nexus","3401","11790","0.288464800678541","72"
"427","17913at8782-aln.nexus","671","2217","0.302661253946775","42"
"428","17942at8782-aln.nexus","736","5445","0.135169880624426","32"
