"","aln","pars.site","tot.sites","pars.site.prop","rf.distance","rf.distance.coll","gc.cont"
"51","uce-1123.nexus","28","321","0.0872274143302181","124","124","0.508765824161483"
"52","uce-1127.nexus","28","320","0.0875","138","138","0.451493660004298"
"53","uce-1131.nexus","15","500","0.03","124","124","0.344903702886154"
"54","uce-1133.nexus","16","320","0.05","130","130","0.335409061627657"
"55","uce-1135.nexus","77","331","0.232628398791541","86","86","0.425441239776152"
"56","uce-1138.nexus","20","324","0.0617283950617284","116","116","0.382893103300655"
"57","uce-114.nexus","43","338","0.127218934911243","104","104","0.418238858567192"
"58","uce-1141.nexus","40","332","0.120481927710843","108","108","0.317762621713207"
"59","uce-1143.nexus","21","321","0.0654205607476635","130","130","0.405239687848383"
"60","uce-1148.nexus","56","332","0.168674698795181","98","98","0.328331900257954"
"61","uce-115.nexus","28","381","0.073490813648294","104","104","0.387700534759358"
"62","uce-1150.nexus","22","320","0.06875","120","120","0.393852476561497"
"63","uce-1154.nexus","29","382","0.0759162303664921","122","122","0.430252770333889"
"64","uce-1158.nexus","21","380","0.0552631578947368","124","124","0.416784075719808"
"65","uce-1159.nexus","55","322","0.170807453416149","82","82","0.442141995519559"
"66","uce-1161.nexus","32","325","0.0984615384615385","122","122","0.33394754885156"
"67","uce-1163.nexus","57","380","0.15","90","90","0.384049610614364"
"68","uce-1168.nexus","33","317","0.10410094637224","114","114","0.271517927935865"
"69","uce-1169.nexus","105","365","0.287671232876712","76","76","0.391204306677086"
"70","uce-117.nexus","2","321","0.00623052959501558","140","140","0.340649918545829"
"71","uce-1172.nexus","11","380","0.0289473684210526","140","140","0.404116812743208"
"72","uce-1177.nexus","73","331","0.220543806646526","72","72","0.486385500773063"
"73","uce-1182.nexus","21","321","0.0654205607476635","126","126","0.371520863755033"
"74","uce-1183.nexus","47","327","0.143730886850153","96","96","0.452434979926689"
"75","uce-1188.nexus","15","320","0.046875","134","134","0.38762735278881"
"76","uce-119.nexus","47","328","0.143292682926829","96","96","0.371270670523725"
"77","uce-1190.nexus","8","320","0.025","130","130","0.3875"
"78","uce-1192.nexus","70","333","0.21021021021021","100","100","0.39135130464835"
"79","uce-1193.nexus","16","320","0.05","126","126","0.326809324982603"
"80","uce-1194.nexus","21","322","0.0652173913043478","130","130","0.432712481267395"
"81","uce-12.nexus","41","345","0.118840579710145","112","112","0.347894984795923"
"82","uce-1200.nexus","42","320","0.13125","108","108","0.405884670957573"
"83","uce-1201.nexus","19","320","0.059375","132","132","0.301408814786093"
"84","uce-1202.nexus","45","441","0.102040816326531","82","82","0.336351148851149"
"85","uce-1205.nexus","29","381","0.0761154855643045","126","126","0.358343925912475"
"86","uce-1207.nexus","20","324","0.0617283950617284","128","128","0.385691464099132"
"87","uce-1209.nexus","11","320","0.034375","136","136","0.354364773408721"
"88","uce-121.nexus","54","322","0.167701863354037","88","88","0.317331832741754"
"89","uce-1210.nexus","36","446","0.0807174887892377","100","100","0.335771464448281"
"90","uce-1211.nexus","37","342","0.108187134502924","126","126","0.392786688395231"
"91","uce-1217.nexus","7","320","0.021875","136","136","0.387842465753425"
"92","uce-1222.nexus","73","322","0.226708074534162","82","82","0.452615780445969"
"93","uce-1224.nexus","44","321","0.137071651090343","100","100","0.367545255191985"
"94","uce-1225.nexus","32","403","0.0794044665012407","128","128","0.373845423679311"
"95","uce-1231.nexus","52","325","0.16","94","94","0.440041350792557"
"96","uce-1232.nexus","26","320","0.08125","130","130","0.414348843254484"
"97","uce-1236.nexus","47","335","0.140298507462687","114","114","0.377760750022537"
"98","uce-1239.nexus","24","320","0.075","126","126","0.404402299836952"
"99","uce-124.nexus","5","320","0.015625","138","138","0.395730423950861"
"100","uce-1241.nexus","28","320","0.0875","124","124","0.292487737716203"
"101","uce-1242.nexus","33","321","0.102803738317757","114","114","0.401586961183787"
"102","uce-1243.nexus","41","322","0.127329192546584","120","120","0.319102470774633"
"103","uce-1245.nexus","75","431","0.174013921113689","100","100","0.363808070901892"
"104","uce-1246.nexus","36","321","0.11214953271028","114","114","0.318765070616604"
"105","uce-1250.nexus","37","920","0.0402173913043478","130","130","0.35598541018895"
"106","uce-1252.nexus","18","322","0.0559006211180124","132","132","0.368851406310202"
"107","uce-1256.nexus","31","382","0.081151832460733","122","122","0.306327467206302"
"108","uce-1257.nexus","75","331","0.226586102719033","90","90","0.464040571853277"
"109","uce-1259.nexus","45","321","0.14018691588785","100","100","0.388860347632503"
"110","uce-1260.nexus","24","320","0.075","112","112","0.509227936453561"
"111","uce-1263.nexus","58","320","0.18125","92","92","0.465417434929892"
"112","uce-1264.nexus","36","320","0.1125","104","104","0.352803434369715"
"113","uce-1265.nexus","31","322","0.0962732919254658","110","110","0.372479036766287"
"114","uce-1267.nexus","18","323","0.0557275541795666","120","120","0.326897555546042"
"115","uce-127.nexus","23","320","0.071875","120","120","0.371735593800839"
"116","uce-1271.nexus","24","320","0.075","126","126","0.510974614492505"
"117","uce-1276.nexus","25","320","0.078125","118","118","0.307791095890411"
"118","uce-1277.nexus","26","320","0.08125","130","130","0.39372777515959"
"119","uce-1278.nexus","25","500","0.05","110","110","0.441997347186913"
"120","uce-1281.nexus","29","320","0.090625","128","128","0.401738683568156"
"121","uce-1285.nexus","31","381","0.0813648293963255","112","112","0.442069538217135"
"122","uce-1288.nexus","65","334","0.194610778443114","88","88","0.342987606001305"
"123","uce-129.nexus","35","440","0.0795454545454545","124","124","0.349957708091852"
"124","uce-1290.nexus","11","320","0.034375","138","138","0.41202434007542"
"125","uce-1291.nexus","13","320","0.040625","134","134","0.384664810451917"
"126","uce-1295.nexus","8","320","0.025","138","138","0.295778284632268"
"127","uce-1297.nexus","31","319","0.0971786833855799","126","126","0.408566863854225"
"128","uce-1298.nexus","25","507","0.0493096646942801","136","136","0.296699936056048"
"129","uce-1300.nexus","75","329","0.227963525835866","90","90","0.341077267251764"
"130","uce-1301.nexus","11","320","0.034375","134","134","0.303830005997772"
"131","uce-1304.nexus","21","320","0.065625","128","128","0.435006214374491"
"132","uce-1305.nexus","60","323","0.185758513931889","120","120","0.462965365157608"
"133","uce-1306.nexus","6","380","0.0157894736842105","140","140","0.380289410217058"
"134","uce-1307.nexus","21","329","0.0638297872340425","112","112","0.339558792032555"
"135","uce-1309.nexus","21","320","0.065625","132","132","0.418664383561644"
"136","uce-131.nexus","35","322","0.108695652173913","122","122","0.373180339099161"
"137","uce-1311.nexus","33","383","0.0861618798955614","108","108","0.402215087124355"
"138","uce-1313.nexus","69","430","0.16046511627907","116","116","0.402226939261907"
"139","uce-1314.nexus","19","320","0.059375","134","134","0.438460550537266"
"140","uce-1318.nexus","31","321","0.0965732087227414","122","122","0.301230835672641"
"141","uce-132.nexus","125","356","0.351123595505618","76","76","0.306856403622251"
"142","uce-1322.nexus","12","440","0.0272727272727273","130","130","0.384516854634634"
"143","uce-1323.nexus","26","321","0.0809968847352025","114","114","0.412668440477212"
"144","uce-1324.nexus","47","335","0.140298507462687","132","132","0.577939326156857"
"145","uce-1326.nexus","61","366","0.166666666666667","82","82","0.315285243627536"
"146","uce-1333.nexus","26","321","0.0809968847352025","124","124","0.451314549970027"
"147","uce-1336.nexus","38","381","0.0997375328083989","110","110","0.395242914979757"
"148","uce-134.nexus","33","396","0.0833333333333333","128","128","0.400677941390873"
"149","uce-1342.nexus","22","380","0.0578947368421053","132","132","0.34842712528573"
"150","uce-1344.nexus","52","400","0.13","114","114","0.394281387466647"
"151","uce-1348.nexus","38","561","0.0677361853832442","102","102","0.364246850644576"
"152","uce-1349.nexus","58","328","0.176829268292683","132","132","0.440558533633062"
"153","uce-1350.nexus","54","442","0.122171945701357","102","102","0.28919403367262"
"154","uce-1357.nexus","23","504","0.0456349206349206","112","112","0.423957042544403"
"155","uce-1358.nexus","19","443","0.0428893905191874","126","126","0.321496970267809"
"156","uce-136.nexus","90","462","0.194805194805195","122","122","0.546401752190238"
"157","uce-1360.nexus","35","320","0.109375","110","110","0.372301690507152"
"158","uce-1361.nexus","34","320","0.10625","104","104","0.374170893484198"
"159","uce-1362.nexus","27","321","0.0841121495327103","108","108","0.418368226070475"
"160","uce-1366.nexus","12","320","0.0375","136","136","0.389271801018879"
"161","uce-1368.nexus","8","320","0.025","140","140","0.400492674705043"
"162","uce-1371.nexus","26","319","0.0815047021943574","130","130","0.373603928555908"
"163","uce-1374.nexus","61","322","0.18944099378882","90","90","0.397436450735834"
"164","uce-1375.nexus","41","324","0.126543209876543","112","112","0.421580820860317"
"165","uce-1381.nexus","25","320","0.078125","126","126","0.323075600636094"
"166","uce-1383.nexus","51","345","0.147826086956522","118","118","0.386027978691152"
"167","uce-1384.nexus","11","320","0.034375","134","134","0.317086931990799"
"168","uce-1385.nexus","46","383","0.120104438642298","106","106","0.349590523544896"
"169","uce-1389.nexus","35","320","0.109375","122","122","0.343997941416134"
"170","uce-1390.nexus","35","380","0.0921052631578947","120","120","0.36198213432342"
"171","uce-1393.nexus","21","320","0.065625","114","114","0.470416987755801"
"172","uce-1394.nexus","9","320","0.028125","136","136","0.348682792221791"
"173","uce-1395.nexus","62","336","0.18452380952381","92","92","0.434898291992104"
"174","uce-14.nexus","39","324","0.12037037037037","116","116","0.416224087716293"
"175","uce-1402.nexus","59","354","0.166666666666667","102","102","0.434317390743844"
"176","uce-1408.nexus","23","500","0.046","108","108","0.388089166735214"
"177","uce-1410.nexus","22","320","0.06875","134","134","0.382572507293633"
"178","uce-1412.nexus","53","562","0.0943060498220641","98","98","0.396408127165074"
"179","uce-1415.nexus","36","320","0.1125","106","106","0.33383432816593"
"180","uce-1417.nexus","10","321","0.0311526479750779","138","138","0.401458578977248"
"181","uce-142.nexus","186","390","0.476923076923077","52","52","0.36179875333927"
"182","uce-1420.nexus","5","320","0.015625","136","136","0.438668725338823"
"183","uce-1422.nexus","226","989","0.228513650151668","60","60","0.359207511949543"
"184","uce-1423.nexus","18","500","0.036","128","128","0.4060522696011"
"185","uce-1425.nexus","23","501","0.0459081836327345","130","130","0.333009897147293"
"186","uce-1427.nexus","14","380","0.0368421052631579","124","124","0.348343891402715"
"187","uce-143.nexus","29","320","0.090625","126","126","0.351755136986301"
"188","uce-1434.nexus","49","331","0.148036253776435","92","92","0.392030295206128"
"189","uce-1435.nexus","36","326","0.110429447852761","96","96","0.332124665457999"
"190","uce-1438.nexus","24","332","0.072289156626506","116","116","0.258542433844309"
"191","uce-144.nexus","37","324","0.114197530864198","110","110","0.379987171263631"
"192","uce-1442.nexus","28","320","0.0875","110","110","0.349400684931507"
"193","uce-1447.nexus","29","320","0.090625","112","112","0.3855908524266"
"194","uce-1450.nexus","74","352","0.210227272727273","98","98","0.379876708195025"
"195","uce-1451.nexus","65","321","0.202492211838006","84","84","0.431473386474672"
"196","uce-1453.nexus","42","320","0.13125","122","122","0.377124661129997"
"197","uce-1454.nexus","39","440","0.0886363636363636","110","110","0.30405939030169"
"198","uce-1456.nexus","42","444","0.0945945945945946","112","112","0.376944104062588"
"199","uce-1458.nexus","45","323","0.139318885448916","108","108","0.462336664104535"
"200","uce-146.nexus","29","320","0.090625","120","120","0.418078851807021"
"201","uce-1463.nexus","20","380","0.0526315789473684","128","128","0.398191881918819"
"202","uce-1469.nexus","5","380","0.0131578947368421","138","138","0.367335766423358"
"203","uce-1470.nexus","12","380","0.0315789473684211","140","140","0.449258420398919"
"204","uce-1474.nexus","29","384","0.0755208333333333","108","108","0.348118523904745"
"205","uce-1477.nexus","39","586","0.0665529010238908","120","120","0.401270435296435"
"206","uce-1478.nexus","23","320","0.071875","122","122","0.309640914036997"
"207","uce-148.nexus","30","323","0.0928792569659443","122","122","0.325429911412194"
"208","uce-1482.nexus","19","320","0.059375","134","134","0.331061385459534"
"209","uce-1483.nexus","59","324","0.182098765432099","100","100","0.369292806660018"
"210","uce-1484.nexus","69","345","0.2","90","90","0.369181794717371"
"211","uce-1485.nexus","45","339","0.132743362831858","90","90","0.403409592792156"
"212","uce-149.nexus","2","320","0.00625","138","138","0.378034136718415"
"213","uce-1490.nexus","26","320","0.08125","118","118","0.420516333433232"
"214","uce-1497.nexus","37","330","0.112121212121212","102","102","0.405647441940183"
"215","uce-1498.nexus","13","320","0.040625","118","118","0.427168646284465"
"216","uce-1500.nexus","58","320","0.18125","70","70","0.349395005577963"
"217","uce-1512.nexus","39","320","0.121875","104","104","0.401827855487857"
"218","uce-1514.nexus","53","327","0.162079510703364","126","126","0.398462412091032"
"219","uce-1520.nexus","14","320","0.04375","130","130","0.367981498136965"
"220","uce-1523.nexus","30","322","0.093167701863354","122","122","0.395721695888884"
"221","uce-1526.nexus","16","380","0.0421052631578947","124","124","0.328316188413644"
"222","uce-1529.nexus","54","325","0.166153846153846","98","98","0.355506474383959"
"223","uce-153.nexus","15","320","0.046875","124","124","0.313751031218792"
"224","uce-1531.nexus","35","320","0.109375","120","120","0.360632492587977"
"225","uce-1535.nexus","13","320","0.040625","136","136","0.37215677875348"
"226","uce-1538.nexus","39","320","0.121875","86","86","0.363768986527075"
"227","uce-1539.nexus","22","349","0.0630372492836676","134","134","0.358879135719109"
"228","uce-154.nexus","6","326","0.0184049079754601","130","130","0.247088043850634"
"229","uce-1544.nexus","49","320","0.153125","108","108","0.43625"
"230","uce-1547.nexus","10","320","0.03125","136","136","0.382249446109735"
"231","uce-1550.nexus","5","322","0.015527950310559","140","140","0.357774804712788"
"232","uce-1552.nexus","18","320","0.05625","124","124","0.381513834502345"
"233","uce-1556.nexus","11","320","0.034375","130","130","0.370040277658754"
"234","uce-1558.nexus","46","320","0.14375","102","102","0.435609630708594"
"235","uce-1560.nexus","10","320","0.03125","136","136","0.409462641832584"
"236","uce-1561.nexus","25","385","0.0649350649350649","124","124","0.420378639701812"
"237","uce-1562.nexus","10","320","0.03125","140","140","0.322289932194661"
"238","uce-1564.nexus","41","323","0.126934984520124","94","94","0.377296502831453"
"239","uce-1566.nexus","29","325","0.0892307692307692","114","114","0.375273007579975"
"240","uce-1570.nexus","43","320","0.134375","108","108","0.370507467825937"
"241","uce-1573.nexus","17","320","0.053125","124","124","0.415239726027397"
"242","uce-1576.nexus","9","320","0.028125","136","136","0.37926447238553"
"243","uce-1581.nexus","88","351","0.250712250712251","114","114","0.468295728172657"
"244","uce-1582.nexus","30","320","0.09375","132","132","0.377478021030857"
"245","uce-1586.nexus","5","320","0.015625","136","136","0.394220890410959"
"246","uce-1588.nexus","79","514","0.153696498054475","56","56","0.442893331130569"
"247","uce-1591.nexus","26","380","0.068421052631579","108","108","0.374303100972926"
"248","uce-1597.nexus","10","338","0.029585798816568","132","132","0.338742827781108"
"249","uce-1598.nexus","53","510","0.103921568627451","102","102","0.41094606884008"
"250","uce-16.nexus","55","320","0.171875","94","94","0.460830479452055"
"251","uce-1601.nexus","20","320","0.0625","118","118","0.489145793192036"
"252","uce-1602.nexus","9","320","0.028125","136","136","0.367631157821894"
"253","uce-1606.nexus","5","320","0.015625","136","136","0.413202198934891"
"254","uce-1610.nexus","11","321","0.0342679127725857","134","134","0.407298766284186"
"255","uce-1611.nexus","43","621","0.0692431561996779","108","108","0.32499943383835"
"256","uce-1621.nexus","15","320","0.046875","120","120","0.416464995678479"
"257","uce-1622.nexus","65","323","0.201238390092879","100","100","0.478386043313854"
"258","uce-1624.nexus","17","385","0.0441558441558442","122","122","0.36730644346634"
"259","uce-1625.nexus","41","320","0.128125","106","106","0.432926566340391"
"260","uce-1629.nexus","15","332","0.0451807228915663","124","124","0.346124064355158"
"261","uce-1631.nexus","39","325","0.12","108","108","0.319244525865829"
"262","uce-1633.nexus","9","320","0.028125","136","136","0.349874317413539"
"263","uce-1645.nexus","15","335","0.0447761194029851","128","128","0.28085143429243"
"264","uce-1648.nexus","18","380","0.0473684210526316","128","128","0.350625406695105"
"265","uce-1652.nexus","9","320","0.028125","140","140","0.378239015512609"
"266","uce-1653.nexus","17","324","0.0524691358024691","138","138","0.330184010437756"
"267","uce-1660.nexus","16","441","0.036281179138322","126","126","0.344848142570281"
"268","uce-1662.nexus","43","331","0.129909365558912","114","114","0.414426369863014"
"269","uce-1667.nexus","32","321","0.0996884735202492","120","120","0.328474038502766"
"270","uce-1671.nexus","19","320","0.059375","130","130","0.355044369776859"
"271","uce-1675.nexus","33","322","0.102484472049689","124","124","0.38509343763581"
"272","uce-1677.nexus","17","321","0.0529595015576324","124","124","0.373474891904619"
"273","uce-1678.nexus","10","383","0.0261096605744125","136","136","0.334228967720853"
"274","uce-1679.nexus","24","320","0.075","126","126","0.336938184020418"
"275","uce-1680.nexus","67","344","0.194767441860465","104","104","0.405830573470455"
"276","uce-1683.nexus","34","440","0.0772727272727273","114","114","0.373489096573209"
"277","uce-1689.nexus","31","321","0.0965732087227414","114","114","0.368763464024128"
"278","uce-1690.nexus","18","320","0.05625","132","132","0.323482599905364"
"279","uce-1694.nexus","21","327","0.0642201834862385","130","130","0.349106068420148"
"280","uce-1695.nexus","74","355","0.208450704225352","112","112","0.360269214068606"
"281","uce-1698.nexus","65","350","0.185714285714286","106","106","0.438273742533114"
"282","uce-170.nexus","13","380","0.0342105263157895","140","140","0.387114258871143"
"283","uce-1702.nexus","63","327","0.192660550458716","106","106","0.409805775180474"
"284","uce-1703.nexus","12","322","0.0372670807453416","128","128","0.384786992148955"
"285","uce-1705.nexus","114","340","0.335294117647059","78","78","0.394711663912325"
"286","uce-1707.nexus","67","323","0.207430340557276","92","92","0.391127813053432"
"287","uce-1708.nexus","45","340","0.132352941176471","102","102","0.358623939679548"
"288","uce-171.nexus","62","324","0.191358024691358","96","96","0.50090051457976"
"289","uce-1718.nexus","6","320","0.01875","140","140","0.389966037573621"
"290","uce-1719.nexus","32","520","0.0615384615384615","128","128","0.358438853258784"
"291","uce-172.nexus","13","403","0.032258064516129","128","128","0.398891866444557"
"292","uce-1723.nexus","22","380","0.0578947368421053","138","138","0.387250272430076"
"293","uce-1732.nexus","21","320","0.065625","120","120","0.400727739726027"
"294","uce-1733.nexus","17","320","0.053125","126","126","0.314272150532994"
"295","uce-1736.nexus","25","321","0.0778816199376947","120","120","0.419143187958317"
"296","uce-1743.nexus","32","381","0.083989501312336","108","108","0.379032840129917"
"297","uce-1744.nexus","17","320","0.053125","124","124","0.356230031948882"
"298","uce-1746.nexus","54","323","0.1671826625387","100","100","0.383433219178082"
"299","uce-1747.nexus","18","380","0.0473684210526316","124","124","0.457026461893431"
"300","uce-1749.nexus","29","320","0.090625","120","120","0.34936063590807"
"301","uce-175.nexus","41","321","0.127725856697819","104","104","0.363016635225519"
"302","uce-1750.nexus","45","327","0.137614678899083","116","116","0.495238915937783"
"303","uce-1752.nexus","23","338","0.0680473372781065","114","114","0.372087045921864"
"304","uce-1753.nexus","38","320","0.11875","102","102","0.360753995830438"
"305","uce-1754.nexus","51","445","0.114606741573034","100","100","0.378759339486407"
"306","uce-1756.nexus","64","322","0.198757763975155","96","96","0.388944158484364"
"307","uce-1757.nexus","27","320","0.084375","116","116","0.337949663422373"
"308","uce-1758.nexus","34","380","0.0894736842105263","110","110","0.310795516775583"
"309","uce-1763.nexus","14","380","0.0368421052631579","134","134","0.386541471048513"
"310","uce-1766.nexus","19","380","0.05","136","136","0.405703905540418"
"311","uce-1767.nexus","41","320","0.128125","104","104","0.337402217828591"
"312","uce-1768.nexus","4","320","0.0125","138","138","0.378173566810806"
"313","uce-177.nexus","14","325","0.0430769230769231","124","124","0.369225499850152"
"314","uce-1770.nexus","41","330","0.124242424242424","104","104","0.381733021077283"
"315","uce-1774.nexus","15","320","0.046875","132","132","0.401645442212595"
"316","uce-1775.nexus","51","394","0.129441624365482","106","106","0.333528058709701"
"317","uce-1776.nexus","20","321","0.0623052959501558","132","132","0.352342071336485"
"318","uce-178.nexus","34","330","0.103030303030303","114","114","0.45890616300484"
"319","uce-1780.nexus","45","320","0.140625","84","84","0.402938135447182"
"320","uce-1781.nexus","122","389","0.313624678663239","116","116","0.435604755341144"
"321","uce-1782.nexus","52","350","0.148571428571429","112","112","0.378331246646396"
"322","uce-1783.nexus","32","441","0.072562358276644","118","118","0.430263732152877"
"323","uce-1786.nexus","26","322","0.0807453416149068","128","128","0.390941393039086"
"324","uce-1793.nexus","5","320","0.015625","138","138","0.370801433818648"
"325","uce-1794.nexus","17","320","0.053125","126","126","0.393958868894602"
"326","uce-1798.nexus","12","322","0.0372670807453416","126","126","0.397300771208226"
"327","uce-1800.nexus","19","380","0.05","128","128","0.458979316382738"
"328","uce-1804.nexus","32","321","0.0996884735202492","130","130","0.433153477218225"
"329","uce-1805.nexus","15","381","0.0393700787401575","132","132","0.373963515754561"
"330","uce-1806.nexus","143","779","0.183568677792041","58","58","0.344370146678171"
"331","uce-181.nexus","55","322","0.170807453416149","94","94","0.433518782076163"
"332","uce-1811.nexus","27","324","0.0833333333333333","116","116","0.31374065480794"
"333","uce-1813.nexus","30","380","0.0789473684210526","122","122","0.453532804614275"
"334","uce-1814.nexus","28","320","0.0875","118","118","0.458035217000129"
"335","uce-1816.nexus","66","398","0.165829145728643","102","102","0.474221209160968"
"336","uce-1817.nexus","193","791","0.243994943109987","68","68","0.45848170315933"
"337","uce-1822.nexus","28","320","0.0875","118","118","0.381435791998629"
"338","uce-1823.nexus","49","325","0.150769230769231","98","98","0.426532361765967"
"339","uce-1825.nexus","44","321","0.137071651090343","108","108","0.350630031501575"
"340","uce-1826.nexus","39","331","0.117824773413897","100","100","0.336307332495994"
"341","uce-1828.nexus","63","325","0.193846153846154","94","94","0.440851904332517"
"342","uce-183.nexus","29","321","0.0903426791277259","114","114","0.316256157635468"
"343","uce-1830.nexus","40","330","0.121212121212121","102","102","0.351941643424158"
"344","uce-1832.nexus","23","321","0.0716510903426791","122","122","0.391935204435204"
"345","uce-1834.nexus","172","911","0.188803512623491","64","64","0.305173037881053"
"346","uce-1835.nexus","13","382","0.0340314136125654","134","134","0.420260021668472"
"347","uce-1836.nexus","40","322","0.124223602484472","114","114","0.336436401600835"
"348","uce-1841.nexus","11","327","0.0336391437308868","140","140","0.397934937572904"
"349","uce-1842.nexus","16","320","0.05","132","132","0.381777989684019"
"350","uce-1843.nexus","5","320","0.015625","138","138","0.356459948320413"
"351","uce-1849.nexus","11","326","0.0337423312883436","132","132","0.418921232876712"
"352","uce-185.nexus","95","323","0.294117647058824","102","102","0.347901399067288"
"353","uce-1858.nexus","29","321","0.0903426791277259","124","124","0.428084849530051"
"354","uce-1860.nexus","16","320","0.05","132","132","0.399708492305054"
"355","uce-1863.nexus","13","321","0.0404984423676012","128","128","0.413094981692871"
"356","uce-1865.nexus","33","381","0.0866141732283465","118","118","0.397094343703811"
"357","uce-1869.nexus","41","327","0.125382262996942","114","114","0.339823312462475"
"358","uce-1879.nexus","29","380","0.0763157894736842","118","118","0.367203819755297"
"359","uce-188.nexus","31","398","0.0778894472361809","126","126","0.390300230946882"
"360","uce-1880.nexus","13","320","0.040625","130","130","0.358579117330463"
"361","uce-1886.nexus","33","322","0.102484472049689","118","118","0.442705206278412"
"362","uce-1888.nexus","42","320","0.13125","120","120","0.365813943523161"
"363","uce-1891.nexus","34","331","0.102719033232628","118","118","0.371025497217309"
"364","uce-1892.nexus","58","381","0.152230971128609","90","90","0.3283527696793"
"365","uce-1895.nexus","36","320","0.1125","102","102","0.36654208016497"
"366","uce-1896.nexus","41","322","0.127329192546584","94","94","0.412239785782154"
"367","uce-1897.nexus","39","391","0.0997442455242967","114","114","0.4251854532296"
"368","uce-1898.nexus","93","389","0.239074550128535","76","76","0.457841916343125"
"369","uce-1899.nexus","48","320","0.15","108","108","0.375434829289242"
"370","uce-190.nexus","37","320","0.115625","92","92","0.401678657074341"
"371","uce-1900.nexus","77","345","0.223188405797101","86","86","0.334648708930256"
"372","uce-1903.nexus","47","323","0.145510835913313","108","108","0.331666307393835"
"373","uce-1908.nexus","20","320","0.0625","134","134","0.362081529426894"
"374","uce-191.nexus","24","500","0.048","128","128","0.387605508662817"
"375","uce-1911.nexus","41","339","0.12094395280236","126","126","0.350715336274903"
