"","aln","pars.site","tot.sites","pars.site.prop","rf.distance"
"151","uce-1344.nexus",184,819,0.224664224664225,52
"152","uce-1348.nexus",174,998,0.17434869739479,48
"153","uce-1349.nexus",185,763,0.242463958060288,72
"154","uce-1350.nexus",218,862,0.252900232018561,42
"155","uce-1357.nexus",138,907,0.152149944873208,50
"156","uce-1358.nexus",42,855,0.0491228070175439,120
"157","uce-136.nexus",312,905,0.34475138121547,44
"158","uce-1360.nexus",113,725,0.155862068965517,50
"159","uce-1361.nexus",135,779,0.173299101412067,64
"160","uce-1362.nexus",136,726,0.18732782369146,62
"161","uce-1366.nexus",147,732,0.200819672131148,74
"162","uce-1368.nexus",44,723,0.0608575380359613,98
"163","uce-1371.nexus",125,721,0.173370319001387,58
"164","uce-1374.nexus",265,744,0.356182795698925,36
"165","uce-1375.nexus",195,755,0.258278145695364,64
"166","uce-1381.nexus",192,765,0.250980392156863,54
"167","uce-1383.nexus",130,762,0.170603674540682,72
"168","uce-1384.nexus",74,726,0.101928374655647,84
"169","uce-1385.nexus",169,793,0.213114754098361,48
"170","uce-1389.nexus",218,776,0.280927835051546,58
"171","uce-1390.nexus",206,790,0.260759493670886,58
"172","uce-1393.nexus",61,726,0.0840220385674931,86
"173","uce-1394.nexus",70,725,0.096551724137931,92
"174","uce-1395.nexus",254,783,0.324393358876117,52
"175","uce-14.nexus",198,741,0.267206477732794,50
"176","uce-1402.nexus",154,785,0.196178343949045,70
"177","uce-1408.nexus",264,988,0.267206477732794,38
"178","uce-1410.nexus",164,748,0.219251336898396,64
"179","uce-1412.nexus",271,998,0.271543086172345,30
"180","uce-1415.nexus",241,733,0.328785811732606,40
"181","uce-1417.nexus",29,724,0.0400552486187845,114
"182","uce-142.nexus",508,930,0.546236559139785,40
"183","uce-1420.nexus",63,735,0.0857142857142857,90
"184","uce-1422.nexus",295,1392,0.211925287356322,36
"185","uce-1423.nexus",145,911,0.159165751920966,52
"186","uce-1425.nexus",188,961,0.195629552549428,64
"187","uce-1427.nexus",60,780,0.0769230769230769,86
"188","uce-143.nexus",155,726,0.213498622589532,74
"189","uce-1434.nexus",177,756,0.234126984126984,64
"190","uce-1435.nexus",56,728,0.0769230769230769,90
"191","uce-1438.nexus",143,734,0.194822888283379,66
"192","uce-144.nexus",146,727,0.200825309491059,60
"193","uce-1442.nexus",182,762,0.238845144356955,44
"194","uce-1447.nexus",177,738,0.239837398373984,40
"195","uce-1450.nexus",214,784,0.272959183673469,66
"196","uce-1451.nexus",259,735,0.352380952380952,38
"197","uce-1453.nexus",237,770,0.307792207792208,68
"198","uce-1454.nexus",216,875,0.246857142857143,56
"199","uce-1456.nexus",135,858,0.157342657342657,76
"200","uce-1458.nexus",152,726,0.209366391184573,56
"201","uce-146.nexus",109,721,0.151178918169209,80
"202","uce-1463.nexus",155,794,0.195214105793451,78
"203","uce-1469.nexus",96,783,0.122605363984674,58
"204","uce-1470.nexus",113,793,0.14249684741488,80
"205","uce-1474.nexus",177,800,0.22125,54
"206","uce-1477.nexus",237,996,0.237951807228916,42
"207","uce-1478.nexus",158,721,0.219140083217753,58
"208","uce-148.nexus",100,751,0.133155792276964,74
"209","uce-1482.nexus",113,732,0.154371584699454,74
"210","uce-1483.nexus",237,871,0.272101033295063,58
"211","uce-1484.nexus",150,746,0.201072386058981,66
"212","uce-1485.nexus",201,813,0.247232472324723,50
"213","uce-149.nexus",37,720,0.0513888888888889,102
"214","uce-1490.nexus",159,739,0.215155615696888,64
"215","uce-1497.nexus",78,732,0.10655737704918,90
"216","uce-15.nexus",16,720,0.0222222222222222,126
"217","uce-1500.nexus",250,760,0.328947368421053,44
"218","uce-1512.nexus",216,754,0.286472148541114,48
"219","uce-1514.nexus",177,795,0.222641509433962,52
"220","uce-1520.nexus",152,737,0.206241519674356,56
"221","uce-1523.nexus",206,757,0.272126816380449,42
"222","uce-1526.nexus",124,796,0.155778894472362,70
"223","uce-1529.nexus",191,737,0.259158751696065,42
"224","uce-153.nexus",90,724,0.124309392265193,90
"225","uce-1531.nexus",173,748,0.231283422459893,68
"226","uce-1535.nexus",112,750,0.149333333333333,78
"227","uce-1538.nexus",184,769,0.23927178153446,52
"228","uce-1539.nexus",125,759,0.164690382081686,54
"229","uce-154.nexus",17,735,0.0231292517006803,132
"230","uce-1544.nexus",164,738,0.222222222222222,68
"231","uce-1547.nexus",91,723,0.125864453665284,80
"232","uce-1550.nexus",122,755,0.16158940397351,72
"233","uce-1552.nexus",86,758,0.113456464379947,94
"234","uce-1556.nexus",79,723,0.10926694329184,86
"235","uce-1558.nexus",220,754,0.291777188328912,52
"236","uce-1560.nexus",118,732,0.16120218579235,70
"237","uce-1561.nexus",211,793,0.266078184110971,54
"238","uce-1562.nexus",69,724,0.0953038674033149,88
"239","uce-1564.nexus",198,738,0.268292682926829,46
"240","uce-1566.nexus",121,730,0.165753424657534,62
"241","uce-1570.nexus",152,720,0.211111111111111,64
"242","uce-1573.nexus",81,731,0.110807113543092,88
"243","uce-1576.nexus",38,720,0.0527777777777778,110
"244","uce-1581.nexus",221,867,0.254901960784314,70
"245","uce-1582.nexus",137,750,0.182666666666667,70
"246","uce-1588.nexus",368,999,0.368368368368368,36
"247","uce-1591.nexus",157,817,0.192166462668299,48
"248","uce-1597.nexus",101,744,0.135752688172043,82
"249","uce-1598.nexus",231,938,0.246268656716418,46
"250","uce-16.nexus",122,722,0.168975069252078,68
"251","uce-1601.nexus",164,737,0.222523744911805,42
"252","uce-1602.nexus",28,720,0.0388888888888889,120
"253","uce-1606.nexus",43,720,0.0597222222222222,114
"254","uce-1610.nexus",24,721,0.0332871012482663,120
"255","uce-1611.nexus",238,1082,0.21996303142329,54
"256","uce-1621.nexus",128,753,0.169986719787517,70
"257","uce-1622.nexus",248,806,0.307692307692308,76
"258","uce-1624.nexus",57,786,0.0725190839694656,100
"259","uce-1625.nexus",138,743,0.185733512786003,68
"260","uce-1629.nexus",58,734,0.0790190735694823,100
"261","uce-1631.nexus",97,732,0.132513661202186,76
"262","uce-1633.nexus",22,722,0.0304709141274238,132
"263","uce-1645.nexus",60,737,0.0814111261872456,92
"264","uce-1648.nexus",149,834,0.178657074340528,72
"265","uce-1652.nexus",133,728,0.182692307692308,66
"266","uce-1653.nexus",126,847,0.148760330578512,102
"267","uce-1660.nexus",38,841,0.0451843043995244,94
"268","uce-1662.nexus",210,773,0.271668822768435,42
"269","uce-1667.nexus",115,723,0.159059474412171,66
"270","uce-1671.nexus",103,745,0.138255033557047,92
"271","uce-1675.nexus",149,734,0.20299727520436,54
"272","uce-1677.nexus",98,737,0.132971506105834,58
"273","uce-1678.nexus",51,784,0.0650510204081633,98
"274","uce-1679.nexus",162,787,0.20584498094028,52
"275","uce-1680.nexus",260,755,0.344370860927152,50
"276","uce-1683.nexus",139,860,0.161627906976744,60
"277","uce-1689.nexus",139,749,0.185580774365821,66
"278","uce-1690.nexus",209,740,0.282432432432432,48
"279","uce-1694.nexus",157,734,0.213896457765668,44
"280","uce-1695.nexus",263,778,0.338046272493573,54
"281","uce-1698.nexus",263,802,0.327930174563591,62
"282","uce-170.nexus",127,793,0.16015132408575,66
"283","uce-1702.nexus",360,835,0.431137724550898,70
"284","uce-1703.nexus",79,733,0.107776261937244,92
"285","uce-1705.nexus",337,851,0.396004700352526,44
"286","uce-1707.nexus",247,764,0.323298429319372,40
"287","uce-1708.nexus",198,847,0.233766233766234,74
"288","uce-171.nexus",254,798,0.318295739348371,40
"289","uce-1718.nexus",26,743,0.0349932705248991,140
"290","uce-1719.nexus",133,920,0.144565217391304,70
"291","uce-172.nexus",163,851,0.191539365452409,72
"292","uce-1723.nexus",174,795,0.218867924528302,70
"293","uce-1732.nexus",73,723,0.100968188105118,86
"294","uce-1733.nexus",162,744,0.217741935483871,64
"295","uce-1736.nexus",252,740,0.340540540540541,44
"296","uce-1743.nexus",171,790,0.216455696202532,40
"297","uce-1744.nexus",248,742,0.334231805929919,54
"298","uce-1746.nexus",121,723,0.167358229598893,72
"299","uce-1747.nexus",189,812,0.232758620689655,56
"300","uce-1749.nexus",288,799,0.360450563204005,52
"301","uce-175.nexus",179,740,0.241891891891892,50
"302","uce-1750.nexus",170,767,0.221642764015645,68
"303","uce-1752.nexus",109,750,0.145333333333333,70
"304","uce-1753.nexus",243,780,0.311538461538462,38
"305","uce-1754.nexus",249,871,0.285878300803674,52
"306","uce-1756.nexus",302,777,0.388674388674389,50
"307","uce-1757.nexus",206,737,0.279511533242877,76
"308","uce-1758.nexus",221,825,0.267878787878788,32
"309","uce-1763.nexus",150,807,0.185873605947955,52
"310","uce-1766.nexus",226,834,0.270983213429257,64
"311","uce-1767.nexus",118,724,0.162983425414365,74
"312","uce-1768.nexus",15,720,0.0208333333333333,128
"313","uce-177.nexus",125,775,0.161290322580645,56
"314","uce-1770.nexus",71,740,0.095945945945946,80
"315","uce-1774.nexus",130,753,0.172642762284197,86
"316","uce-1775.nexus",212,814,0.26044226044226,62
"317","uce-1776.nexus",179,732,0.244535519125683,60
"318","uce-178.nexus",169,764,0.221204188481675,68
"319","uce-1780.nexus",104,727,0.143053645116919,68
"320","uce-1781.nexus",270,917,0.294438386041439,58
"321","uce-1782.nexus",189,760,0.248684210526316,70
"322","uce-1783.nexus",227,879,0.258248009101251,58
"323","uce-1786.nexus",93,733,0.1268758526603,88
"324","uce-1793.nexus",23,720,0.0319444444444444,122
"325","uce-1794.nexus",44,724,0.0607734806629834,90
"326","uce-1798.nexus",58,748,0.0775401069518717,98
"327","uce-1800.nexus",190,834,0.227817745803357,90
"328","uce-1804.nexus",135,753,0.179282868525896,78
"329","uce-1805.nexus",123,782,0.157289002557545,60
"330","uce-1806.nexus",252,1220,0.20655737704918,44
"331","uce-181.nexus",236,742,0.318059299191375,44
"332","uce-1811.nexus",138,736,0.1875,64
"333","uce-1813.nexus",153,802,0.190773067331671,86
"334","uce-1814.nexus",186,758,0.245382585751979,50
"335","uce-1816.nexus",272,825,0.32969696969697,54
"336","uce-1817.nexus",456,1332,0.342342342342342,48
"337","uce-1822.nexus",92,722,0.127423822714681,88
"338","uce-1823.nexus",206,746,0.276139410187668,50
"339","uce-1825.nexus",119,731,0.162790697674419,64
"340","uce-1826.nexus",181,832,0.217548076923077,76
"341","uce-1828.nexus",196,743,0.263795423956931,50
"342","uce-183.nexus",213,837,0.254480286738351,62
"343","uce-1830.nexus",148,749,0.197596795727637,62
"344","uce-1832.nexus",248,748,0.331550802139037,42
"345","uce-1834.nexus",231,1316,0.175531914893617,54
"346","uce-1835.nexus",137,815,0.168098159509202,68
"347","uce-1836.nexus",154,743,0.207267833109018,68
"348","uce-1841.nexus",141,740,0.190540540540541,62
"349","uce-1842.nexus",208,798,0.260651629072682,58
"350","uce-1843.nexus",14,725,0.0193103448275862,120
"351","uce-1849.nexus",53,728,0.0728021978021978,90
"352","uce-185.nexus",301,840,0.358333333333333,38
"353","uce-1858.nexus",109,725,0.150344827586207,64
"354","uce-1860.nexus",75,722,0.10387811634349,100
"355","uce-1863.nexus",121,722,0.167590027700831,58
"356","uce-1865.nexus",133,788,0.168781725888325,82
"357","uce-1869.nexus",188,741,0.253711201079622,36
"358","uce-1879.nexus",191,826,0.231234866828087,58
"359","uce-188.nexus",120,806,0.148883374689826,90
"360","uce-1880.nexus",96,755,0.127152317880795,104
"361","uce-1886.nexus",140,728,0.192307692307692,74
"362","uce-1888.nexus",205,741,0.276653171390013,56
"363","uce-1891.nexus",184,784,0.23469387755102,54
"364","uce-1892.nexus",343,865,0.396531791907514,32
"365","uce-1895.nexus",148,762,0.194225721784777,54
"366","uce-1896.nexus",220,868,0.253456221198157,68
"367","uce-1897.nexus",185,870,0.21264367816092,74
"368","uce-1898.nexus",417,946,0.440803382663848,52
"369","uce-1899.nexus",196,770,0.254545454545455,60
"370","uce-190.nexus",203,745,0.27248322147651,40
"371","uce-1900.nexus",331,789,0.419518377693283,48
"372","uce-1903.nexus",156,740,0.210810810810811,44
"373","uce-1908.nexus",119,759,0.156785243741765,66
"374","uce-191.nexus",130,907,0.143329658213892,66
"375","uce-1911.nexus",207,875,0.236571428571429,112
"376","uce-1913.nexus",171,728,0.23489010989011,62
"377","uce-1914.nexus",99,728,0.135989010989011,78
"378","uce-1919.nexus",162,742,0.21832884097035,54
"379","uce-192.nexus",124,737,0.168249660786974,80
"380","uce-1920.nexus",230,915,0.251366120218579,52
"381","uce-1922.nexus",133,744,0.178763440860215,58
"382","uce-1925.nexus",170,736,0.230978260869565,80
"383","uce-1928.nexus",256,884,0.289592760180996,38
"384","uce-1929.nexus",242,757,0.319682959048877,42
"385","uce-1933.nexus",142,726,0.195592286501377,74
"386","uce-1937.nexus",71,741,0.0958164642375169,80
"387","uce-1938.nexus",144,733,0.196452933151432,54
"388","uce-1941.nexus",109,735,0.148299319727891,86
"389","uce-1948.nexus",169,756,0.223544973544974,40
"390","uce-195.nexus",167,747,0.223560910307898,52
"391","uce-1956.nexus",110,731,0.150478796169631,74
"392","uce-1961.nexus",167,793,0.210592686002522,64
"393","uce-1964.nexus",96,901,0.106548279689234,86
"394","uce-1965.nexus",233,792,0.294191919191919,54
"395","uce-1970.nexus",275,904,0.304203539823009,50
"396","uce-1976.nexus",93,727,0.127922971114168,82
"397","uce-1977.nexus",129,737,0.175033921302578,78
"398","uce-1979.nexus",115,722,0.159279778393352,76
"399","uce-198.nexus",206,797,0.258469259723965,52
"400","uce-1980.nexus",268,808,0.331683168316832,44
"401","uce-1981.nexus",232,734,0.316076294277929,44
"402","uce-1985.nexus",198,828,0.239130434782609,68
"403","uce-1986.nexus",113,735,0.153741496598639,80
"404","uce-1988.nexus",22,720,0.0305555555555556,132
"405","uce-1995.nexus",118,773,0.152652005174644,92
"406","uce-1996.nexus",299,928,0.322198275862069,68
"407","uce-1997.nexus",204,814,0.250614250614251,66
"408","uce-2.nexus",161,735,0.219047619047619,62
"409","uce-200.nexus",179,853,0.209847596717468,60
"410","uce-2001.nexus",143,746,0.191689008042895,80
"411","uce-2004.nexus",135,731,0.184678522571819,66
"412","uce-2006.nexus",121,846,0.143026004728132,82
"413","uce-2007.nexus",184,815,0.225766871165644,50
"414","uce-2008.nexus",228,743,0.306864064602961,44
"415","uce-2009.nexus",113,725,0.155862068965517,66
"416","uce-2010.nexus",119,869,0.136939010356732,68
"417","uce-2013.nexus",184,730,0.252054794520548,62
"418","uce-2016.nexus",143,721,0.198335644937587,70
"419","uce-2018.nexus",193,953,0.202518363064008,80
"420","uce-202.nexus",175,739,0.23680649526387,42
"421","uce-2020.nexus",51,720,0.0708333333333333,110
"422","uce-2021.nexus",174,738,0.235772357723577,56
"423","uce-2023.nexus",50,722,0.0692520775623269,84
"424","uce-2025.nexus",125,754,0.1657824933687,64
"425","uce-2028.nexus",155,871,0.177956371986223,72
"426","uce-2030.nexus",96,767,0.1251629726206,114
"427","uce-2033.nexus",186,732,0.254098360655738,46
"428","uce-2034.nexus",221,1129,0.195748449955713,50
"429","uce-2035.nexus",272,757,0.359313077939234,40
"430","uce-2036.nexus",199,761,0.26149802890933,46
"431","uce-2040.nexus",104,783,0.132822477650064,74
"432","uce-2042.nexus",193,970,0.198969072164948,54
"433","uce-2046.nexus",146,741,0.197031039136302,66
"434","uce-2049.nexus",186,759,0.245059288537549,98
"435","uce-205.nexus",72,723,0.0995850622406639,82
"436","uce-2051.nexus",190,869,0.218642117376295,56
"437","uce-2053.nexus",459,1373,0.334304442825929,32
"438","uce-2054.nexus",139,841,0.165279429250892,70
"439","uce-2055.nexus",160,744,0.21505376344086,56
"440","uce-2057.nexus",84,844,0.0995260663507109,88
"441","uce-2062.nexus",191,764,0.25,54
"442","uce-2063.nexus",125,801,0.15605493133583,90
"443","uce-2066.nexus",204,929,0.219590958019376,54
"444","uce-2068.nexus",95,765,0.124183006535948,82
"445","uce-2069.nexus",94,729,0.128943758573388,66
"446","uce-207.nexus",237,767,0.308996088657106,56
"447","uce-2070.nexus",143,1001,0.142857142857143,66
"448","uce-2076.nexus",210,781,0.268886043533931,74
"449","uce-208.nexus",215,748,0.287433155080214,36
"450","uce-2080.nexus",134,749,0.17890520694259,60
"451","uce-2082.nexus",120,804,0.149253731343284,70
"452","uce-2083.nexus",101,779,0.129653401797176,96
"453","uce-2086.nexus",59,721,0.0818307905686547,104
"454","uce-2088.nexus",264,859,0.307334109429569,58
"455","uce-2092.nexus",306,981,0.311926605504587,58
"456","uce-2094.nexus",175,743,0.235531628532974,48
"457","uce-2096.nexus",127,725,0.175172413793103,68
"458","uce-2100.nexus",256,788,0.3248730964467,36
"459","uce-2102.nexus",74,723,0.102351313969571,88
"460","uce-2108.nexus",64,807,0.0793060718711276,114
"461","uce-2109.nexus",142,743,0.191117092866756,54
"462","uce-211.nexus",275,775,0.354838709677419,42
"463","uce-2112.nexus",181,744,0.243279569892473,58
"464","uce-2113.nexus",198,750,0.264,54
"465","uce-2116.nexus",97,812,0.119458128078818,70
"466","uce-2118.nexus",236,745,0.316778523489933,50
"467","uce-2119.nexus",253,819,0.308913308913309,50
"468","uce-212.nexus",103,733,0.140518417462483,88
"469","uce-2120.nexus",198,731,0.270861833105335,40
"470","uce-2124.nexus",261,783,0.333333333333333,68
"471","uce-2125.nexus",176,749,0.23497997329773,70
"472","uce-2126.nexus",130,737,0.176390773405699,54
"473","uce-2127.nexus",179,922,0.1941431670282,70
"474","uce-2129.nexus",175,738,0.237127371273713,62
"475","uce-213.nexus",40,720,0.0555555555555556,100
"476","uce-2131.nexus",104,738,0.140921409214092,70
"477","uce-2134.nexus",61,725,0.0841379310344828,102
"478","uce-2135.nexus",267,767,0.348109517601043,52
"479","uce-2136.nexus",189,737,0.256445047489824,46
"480","uce-2138.nexus",82,722,0.113573407202216,82
"481","uce-2142.nexus",43,722,0.0595567867036011,110
"482","uce-2145.nexus",165,783,0.210727969348659,82
"483","uce-2146.nexus",175,764,0.229057591623037,44
"484","uce-2147.nexus",75,850,0.0882352941176471,94
"485","uce-215.nexus",104,729,0.142661179698217,72
"486","uce-2151.nexus",243,822,0.295620437956204,56
"487","uce-2152.nexus",259,786,0.329516539440204,48
"488","uce-2156.nexus",130,732,0.177595628415301,62
"489","uce-2160.nexus",258,796,0.324120603015075,50
"490","uce-2162.nexus",139,821,0.169305724725944,82
"491","uce-2163.nexus",250,752,0.332446808510638,44
"492","uce-2165.nexus",247,759,0.325428194993412,46
"493","uce-2166.nexus",150,734,0.204359673024523,66
"494","uce-2168.nexus",230,748,0.307486631016043,44
"495","uce-2169.nexus",367,807,0.454770755885998,34
"496","uce-2172.nexus",399,831,0.48014440433213,40
"497","uce-2176.nexus",193,736,0.262228260869565,50
"498","uce-2177.nexus",235,745,0.315436241610738,40
"499","uce-2179.nexus",362,779,0.464698331193838,42
"500","uce-2183.nexus",88,753,0.116865869853918,76
"501","uce-2184.nexus",225,749,0.300400534045394,64
"502","uce-219.nexus",163,728,0.223901098901099,72
"503","uce-2195.nexus",212,746,0.284182305630027,36
"504","uce-2198.nexus",297,738,0.402439024390244,38
"505","uce-220.nexus",172,866,0.198614318706697,60
"506","uce-2201.nexus",280,744,0.376344086021505,52
"507","uce-2202.nexus",75,759,0.0988142292490119,96
"508","uce-2206.nexus",161,757,0.212681638044914,48
"509","uce-2209.nexus",202,745,0.271140939597315,62
"510","uce-2211.nexus",209,800,0.26125,40
"511","uce-2213.nexus",205,751,0.272969374167776,60
"512","uce-2219.nexus",342,798,0.428571428571429,42
"513","uce-222.nexus",65,721,0.0901525658807212,92
"514","uce-2225.nexus",233,729,0.319615912208505,40
"515","uce-2226.nexus",378,753,0.50199203187251,44
"516","uce-2230.nexus",206,729,0.282578875171468,38
