"","aln","pars.site","tot.sites","pars.site.prop","rf.distance"
"44","uce-1107.nexus",35,322,0.108695652173913,112
"45","uce-111.nexus",28,322,0.0869565217391304,120
"46","uce-1110.nexus",22,440,0.05,128
"47","uce-1113.nexus",57,328,0.173780487804878,88
"48","uce-1119.nexus",57,347,0.164265129682997,106
"49","uce-1121.nexus",13,320,0.040625,128
"50","uce-1122.nexus",25,320,0.078125,116
"51","uce-1123.nexus",28,321,0.0872274143302181,122
"52","uce-1127.nexus",28,320,0.0875,130
"53","uce-1131.nexus",15,500,0.03,126
"54","uce-1133.nexus",16,320,0.05,128
"55","uce-1135.nexus",77,331,0.232628398791541,86
"56","uce-1138.nexus",20,324,0.0617283950617284,106
"57","uce-114.nexus",43,338,0.127218934911243,104
"58","uce-1141.nexus",40,332,0.120481927710843,110
"59","uce-1143.nexus",21,321,0.0654205607476635,126
"60","uce-1148.nexus",56,332,0.168674698795181,104
"61","uce-115.nexus",28,381,0.073490813648294,106
"62","uce-1150.nexus",22,320,0.06875,122
"63","uce-1154.nexus",29,382,0.0759162303664921,116
"64","uce-1158.nexus",21,380,0.0552631578947368,120
"65","uce-1159.nexus",55,322,0.170807453416149,74
"66","uce-1161.nexus",32,325,0.0984615384615385,120
"67","uce-1163.nexus",57,380,0.15,90
"68","uce-1168.nexus",33,317,0.10410094637224,112
"69","uce-1169.nexus",105,365,0.287671232876712,78
"70","uce-117.nexus",2,321,0.00623052959501558,138
"71","uce-1172.nexus",11,380,0.0289473684210526,140
"72","uce-1177.nexus",73,331,0.220543806646526,68
"73","uce-1182.nexus",21,321,0.0654205607476635,126
"74","uce-1183.nexus",47,327,0.143730886850153,94
"75","uce-1188.nexus",15,320,0.046875,136
"76","uce-119.nexus",47,328,0.143292682926829,100
"77","uce-1190.nexus",8,320,0.025,132
"78","uce-1192.nexus",70,333,0.21021021021021,102
"79","uce-1193.nexus",16,320,0.05,126
"80","uce-1194.nexus",21,322,0.0652173913043478,132
"81","uce-12.nexus",41,345,0.118840579710145,114
"82","uce-120.nexus",0,320,0,140
"83","uce-1200.nexus",42,320,0.13125,112
"84","uce-1201.nexus",19,320,0.059375,130
"85","uce-1202.nexus",45,441,0.102040816326531,86
"86","uce-1205.nexus",29,381,0.0761154855643045,126
"87","uce-1207.nexus",20,324,0.0617283950617284,126
"88","uce-1209.nexus",11,320,0.034375,134
"89","uce-121.nexus",54,322,0.167701863354037,88
"90","uce-1210.nexus",36,446,0.0807174887892377,96
"91","uce-1211.nexus",37,342,0.108187134502924,130
"92","uce-1217.nexus",7,320,0.021875,136
"93","uce-1222.nexus",73,322,0.226708074534162,84
"94","uce-1224.nexus",44,321,0.137071651090343,100
"95","uce-1225.nexus",32,403,0.0794044665012407,128
"96","uce-1231.nexus",52,325,0.16,90
"97","uce-1232.nexus",26,320,0.08125,130
"98","uce-1236.nexus",47,335,0.140298507462687,116
"99","uce-1239.nexus",24,320,0.075,118
"100","uce-124.nexus",5,320,0.015625,138
"101","uce-1241.nexus",28,320,0.0875,118
"102","uce-1242.nexus",33,321,0.102803738317757,116
"103","uce-1243.nexus",41,322,0.127329192546584,120
"104","uce-1245.nexus",75,431,0.174013921113689,94
"105","uce-1246.nexus",36,321,0.11214953271028,112
"106","uce-1250.nexus",37,920,0.0402173913043478,128
"107","uce-1252.nexus",18,322,0.0559006211180124,130
"108","uce-1256.nexus",31,382,0.081151832460733,116
"109","uce-1257.nexus",75,331,0.226586102719033,80
"110","uce-1259.nexus",45,321,0.14018691588785,98
"111","uce-1260.nexus",24,320,0.075,110
"112","uce-1263.nexus",58,320,0.18125,92
"113","uce-1264.nexus",36,320,0.1125,106
"114","uce-1265.nexus",31,322,0.0962732919254658,112
"115","uce-1267.nexus",18,323,0.0557275541795666,118
"116","uce-127.nexus",23,320,0.071875,116
"117","uce-1271.nexus",24,320,0.075,122
"118","uce-1276.nexus",25,320,0.078125,122
"119","uce-1277.nexus",26,320,0.08125,130
"120","uce-1278.nexus",25,500,0.05,112
"121","uce-1281.nexus",29,320,0.090625,126
"122","uce-1285.nexus",31,381,0.0813648293963255,110
"123","uce-1288.nexus",65,334,0.194610778443114,92
"124","uce-129.nexus",35,440,0.0795454545454545,122
"125","uce-1290.nexus",11,320,0.034375,134
"126","uce-1291.nexus",13,320,0.040625,132
"127","uce-1295.nexus",8,320,0.025,138
"128","uce-1297.nexus",31,319,0.0971786833855799,120
"129","uce-1298.nexus",25,507,0.0493096646942801,134
"130","uce-1300.nexus",75,329,0.227963525835866,94
"131","uce-1301.nexus",11,320,0.034375,134
"132","uce-1304.nexus",21,320,0.065625,122
"133","uce-1305.nexus",60,323,0.185758513931889,112
"134","uce-1306.nexus",6,380,0.0157894736842105,140
"135","uce-1307.nexus",21,329,0.0638297872340425,114
"136","uce-1309.nexus",21,320,0.065625,132
"137","uce-131.nexus",35,322,0.108695652173913,118
"138","uce-1311.nexus",33,383,0.0861618798955614,106
"139","uce-1313.nexus",69,430,0.16046511627907,122
"140","uce-1314.nexus",19,320,0.059375,132
"141","uce-1318.nexus",31,321,0.0965732087227414,122
"142","uce-132.nexus",125,356,0.351123595505618,76
"143","uce-1322.nexus",12,440,0.0272727272727273,128
"144","uce-1323.nexus",26,321,0.0809968847352025,114
"145","uce-1324.nexus",47,335,0.140298507462687,130
"146","uce-1326.nexus",61,366,0.166666666666667,88
"147","uce-1333.nexus",26,321,0.0809968847352025,122
"148","uce-1336.nexus",38,381,0.0997375328083989,104
"149","uce-134.nexus",33,396,0.0833333333333333,122
"150","uce-1342.nexus",22,380,0.0578947368421053,130
"151","uce-1344.nexus",52,400,0.13,114
"152","uce-1348.nexus",38,561,0.0677361853832442,102
"153","uce-1349.nexus",58,328,0.176829268292683,120
"154","uce-1350.nexus",54,442,0.122171945701357,92
"155","uce-1357.nexus",23,504,0.0456349206349206,108
"156","uce-1358.nexus",19,443,0.0428893905191874,126
"157","uce-136.nexus",90,462,0.194805194805195,116
"158","uce-1360.nexus",35,320,0.109375,108
"159","uce-1361.nexus",34,320,0.10625,94
"160","uce-1362.nexus",27,321,0.0841121495327103,114
"161","uce-1366.nexus",12,320,0.0375,136
"162","uce-1368.nexus",8,320,0.025,140
"163","uce-1371.nexus",26,319,0.0815047021943574,130
"164","uce-1374.nexus",61,322,0.18944099378882,90
"165","uce-1375.nexus",41,324,0.126543209876543,114
"166","uce-1381.nexus",25,320,0.078125,128
"167","uce-1383.nexus",51,345,0.147826086956522,110
"168","uce-1384.nexus",11,320,0.034375,130
"169","uce-1385.nexus",46,383,0.120104438642298,100
"170","uce-1389.nexus",35,320,0.109375,118
"171","uce-1390.nexus",35,380,0.0921052631578947,114
"172","uce-1393.nexus",21,320,0.065625,116
"173","uce-1394.nexus",9,320,0.028125,136
"174","uce-1395.nexus",62,336,0.18452380952381,92
"175","uce-14.nexus",39,324,0.12037037037037,114
"176","uce-1402.nexus",59,354,0.166666666666667,100
"177","uce-1408.nexus",23,500,0.046,110
"178","uce-1410.nexus",22,320,0.06875,134
"179","uce-1412.nexus",53,562,0.0943060498220641,96
"180","uce-1415.nexus",36,320,0.1125,112
"181","uce-1417.nexus",10,321,0.0311526479750779,136
"182","uce-142.nexus",186,390,0.476923076923077,56
"183","uce-1420.nexus",5,320,0.015625,134
"184","uce-1422.nexus",226,989,0.228513650151668,44
"185","uce-1423.nexus",18,500,0.036,128
"186","uce-1425.nexus",23,501,0.0459081836327345,124
"187","uce-1427.nexus",14,380,0.0368421052631579,128
"188","uce-143.nexus",29,320,0.090625,130
"189","uce-1434.nexus",49,331,0.148036253776435,94
"190","uce-1435.nexus",36,326,0.110429447852761,92
"191","uce-1438.nexus",24,332,0.072289156626506,116
"192","uce-144.nexus",37,324,0.114197530864198,108
"193","uce-1442.nexus",28,320,0.0875,108
"194","uce-1447.nexus",29,320,0.090625,116
"195","uce-1450.nexus",74,352,0.210227272727273,98
"196","uce-1451.nexus",65,321,0.202492211838006,86
"197","uce-1453.nexus",42,320,0.13125,126
"198","uce-1454.nexus",39,440,0.0886363636363636,104
"199","uce-1456.nexus",42,444,0.0945945945945946,116
"200","uce-1458.nexus",45,323,0.139318885448916,102
"201","uce-146.nexus",29,320,0.090625,118
"202","uce-1463.nexus",20,380,0.0526315789473684,130
"203","uce-1469.nexus",5,380,0.0131578947368421,138
"204","uce-1470.nexus",12,380,0.0315789473684211,138
"205","uce-1474.nexus",29,384,0.0755208333333333,100
"206","uce-1477.nexus",39,586,0.0665529010238908,112
"207","uce-1478.nexus",23,320,0.071875,116
"208","uce-148.nexus",30,323,0.0928792569659443,116
"209","uce-1482.nexus",19,320,0.059375,134
"210","uce-1483.nexus",59,324,0.182098765432099,98
"211","uce-1484.nexus",69,345,0.2,92
"212","uce-1485.nexus",45,339,0.132743362831858,94
"213","uce-149.nexus",2,320,0.00625,138
"214","uce-1490.nexus",26,320,0.08125,112
"215","uce-1497.nexus",37,330,0.112121212121212,106
"216","uce-1498.nexus",13,320,0.040625,112
"217","uce-15.nexus",0,320,0,138
"218","uce-1500.nexus",58,320,0.18125,72
"219","uce-1512.nexus",39,320,0.121875,106
"220","uce-1514.nexus",53,327,0.162079510703364,124
"221","uce-1520.nexus",14,320,0.04375,130
"222","uce-1523.nexus",30,322,0.093167701863354,124
"223","uce-1526.nexus",16,380,0.0421052631578947,124
"224","uce-1529.nexus",54,325,0.166153846153846,96
"225","uce-153.nexus",15,320,0.046875,130
"226","uce-1531.nexus",35,320,0.109375,118
"227","uce-1535.nexus",13,320,0.040625,136
"228","uce-1538.nexus",39,320,0.121875,86
"229","uce-1539.nexus",22,349,0.0630372492836676,134
"230","uce-154.nexus",6,326,0.0184049079754601,122
"231","uce-1544.nexus",49,320,0.153125,106
"232","uce-1547.nexus",10,320,0.03125,134
"233","uce-1550.nexus",5,322,0.015527950310559,138
"234","uce-1552.nexus",18,320,0.05625,120
"235","uce-1556.nexus",11,320,0.034375,132
"236","uce-1558.nexus",46,320,0.14375,98
"237","uce-1560.nexus",10,320,0.03125,136
"238","uce-1561.nexus",25,385,0.0649350649350649,126
"239","uce-1562.nexus",10,320,0.03125,140
"240","uce-1564.nexus",41,323,0.126934984520124,92
"241","uce-1566.nexus",29,325,0.0892307692307692,114
"242","uce-1570.nexus",43,320,0.134375,108
"243","uce-1573.nexus",17,320,0.053125,126
"244","uce-1576.nexus",9,320,0.028125,134
"245","uce-1581.nexus",88,351,0.250712250712251,116
"246","uce-1582.nexus",30,320,0.09375,128
"247","uce-1586.nexus",5,320,0.015625,136
"248","uce-1588.nexus",79,514,0.153696498054475,64
"249","uce-1591.nexus",26,380,0.068421052631579,106
"250","uce-1597.nexus",10,338,0.029585798816568,132
"251","uce-1598.nexus",53,510,0.103921568627451,104
"252","uce-16.nexus",55,320,0.171875,88
"253","uce-1601.nexus",20,320,0.0625,118
"254","uce-1602.nexus",9,320,0.028125,134
"255","uce-1606.nexus",5,320,0.015625,136
"256","uce-1610.nexus",11,321,0.0342679127725857,132
"257","uce-1611.nexus",43,621,0.0692431561996779,116
"258","uce-1621.nexus",15,320,0.046875,116
"259","uce-1622.nexus",65,323,0.201238390092879,92
"260","uce-1624.nexus",17,385,0.0441558441558442,118
"261","uce-1625.nexus",41,320,0.128125,106
"262","uce-1629.nexus",15,332,0.0451807228915663,118
"263","uce-1631.nexus",39,325,0.12,114
"264","uce-1633.nexus",9,320,0.028125,134
"265","uce-1645.nexus",15,335,0.0447761194029851,128
"266","uce-1648.nexus",18,380,0.0473684210526316,122
"267","uce-1652.nexus",9,320,0.028125,140
"268","uce-1653.nexus",17,324,0.0524691358024691,138
"269","uce-1660.nexus",16,441,0.036281179138322,118
"270","uce-1662.nexus",43,331,0.129909365558912,102
"271","uce-1667.nexus",32,321,0.0996884735202492,118
"272","uce-1671.nexus",19,320,0.059375,128
"273","uce-1675.nexus",33,322,0.102484472049689,114
"274","uce-1677.nexus",17,321,0.0529595015576324,124
"275","uce-1678.nexus",10,383,0.0261096605744125,132
"276","uce-1679.nexus",24,320,0.075,122
"277","uce-1680.nexus",67,344,0.194767441860465,102
"278","uce-1683.nexus",34,440,0.0772727272727273,102
"279","uce-1689.nexus",31,321,0.0965732087227414,106
"280","uce-1690.nexus",18,320,0.05625,128
"281","uce-1694.nexus",21,327,0.0642201834862385,126
"282","uce-1695.nexus",74,355,0.208450704225352,120
"283","uce-1698.nexus",65,350,0.185714285714286,106
"284","uce-170.nexus",13,380,0.0342105263157895,136
"285","uce-1702.nexus",63,327,0.192660550458716,94
"286","uce-1703.nexus",12,322,0.0372670807453416,124
"287","uce-1705.nexus",114,340,0.335294117647059,80
"288","uce-1707.nexus",67,323,0.207430340557276,92
"289","uce-1708.nexus",45,340,0.132352941176471,102
"290","uce-171.nexus",62,324,0.191358024691358,90
"291","uce-1718.nexus",6,320,0.01875,140
"292","uce-1719.nexus",32,520,0.0615384615384615,128
"293","uce-172.nexus",13,403,0.032258064516129,126
"294","uce-1723.nexus",22,380,0.0578947368421053,138
"295","uce-1732.nexus",21,320,0.065625,116
"296","uce-1733.nexus",17,320,0.053125,126
"297","uce-1736.nexus",25,321,0.0778816199376947,118
"298","uce-1743.nexus",32,381,0.083989501312336,106
"299","uce-1744.nexus",17,320,0.053125,126
"300","uce-1746.nexus",54,323,0.1671826625387,104
"301","uce-1747.nexus",18,380,0.0473684210526316,118
"302","uce-1749.nexus",29,320,0.090625,124
"303","uce-175.nexus",41,321,0.127725856697819,98
"304","uce-1750.nexus",45,327,0.137614678899083,114
"305","uce-1752.nexus",23,338,0.0680473372781065,110
"306","uce-1753.nexus",38,320,0.11875,100
"307","uce-1754.nexus",51,445,0.114606741573034,102
"308","uce-1756.nexus",64,322,0.198757763975155,94
"309","uce-1757.nexus",27,320,0.084375,114
"310","uce-1758.nexus",34,380,0.0894736842105263,104
"311","uce-1763.nexus",14,380,0.0368421052631579,130
"312","uce-1766.nexus",19,380,0.05,134
"313","uce-1767.nexus",41,320,0.128125,100
"314","uce-1768.nexus",4,320,0.0125,138
"315","uce-177.nexus",14,325,0.0430769230769231,116
"316","uce-1770.nexus",41,330,0.124242424242424,102
"317","uce-1774.nexus",15,320,0.046875,134
"318","uce-1775.nexus",51,394,0.129441624365482,106
"319","uce-1776.nexus",20,321,0.0623052959501558,130
"320","uce-178.nexus",34,330,0.103030303030303,116
"321","uce-1780.nexus",45,320,0.140625,88
"322","uce-1781.nexus",122,389,0.313624678663239,108
"323","uce-1782.nexus",52,350,0.148571428571429,114
"324","uce-1783.nexus",32,441,0.072562358276644,118
"325","uce-1786.nexus",26,322,0.0807453416149068,128
"326","uce-1793.nexus",5,320,0.015625,138
"327","uce-1794.nexus",17,320,0.053125,114
"328","uce-1798.nexus",12,322,0.0372670807453416,128
"329","uce-1800.nexus",19,380,0.05,128
"330","uce-1804.nexus",32,321,0.0996884735202492,126
"331","uce-1805.nexus",15,381,0.0393700787401575,132
"332","uce-1806.nexus",143,779,0.183568677792041,60
"333","uce-181.nexus",55,322,0.170807453416149,90
"334","uce-1811.nexus",27,324,0.0833333333333333,108
"335","uce-1813.nexus",30,380,0.0789473684210526,116
"336","uce-1814.nexus",28,320,0.0875,104
"337","uce-1816.nexus",66,398,0.165829145728643,96
"338","uce-1817.nexus",193,791,0.243994943109987,68
"339","uce-1822.nexus",28,320,0.0875,108
"340","uce-1823.nexus",49,325,0.150769230769231,92
"341","uce-1825.nexus",44,321,0.137071651090343,108
"342","uce-1826.nexus",39,331,0.117824773413897,104
"343","uce-1828.nexus",63,325,0.193846153846154,100
"344","uce-183.nexus",29,321,0.0903426791277259,108
"345","uce-1830.nexus",40,330,0.121212121212121,98
"346","uce-1832.nexus",23,321,0.0716510903426791,120
"347","uce-1834.nexus",172,911,0.188803512623491,62
"348","uce-1835.nexus",13,382,0.0340314136125654,134
"349","uce-1836.nexus",40,322,0.124223602484472,114
"350","uce-1841.nexus",11,327,0.0336391437308868,140
"351","uce-1842.nexus",16,320,0.05,130
"352","uce-1843.nexus",5,320,0.015625,136
"353","uce-1849.nexus",11,326,0.0337423312883436,132
"354","uce-185.nexus",95,323,0.294117647058824,100
"355","uce-1858.nexus",29,321,0.0903426791277259,124
"356","uce-1860.nexus",16,320,0.05,126
"357","uce-1863.nexus",13,321,0.0404984423676012,130
"358","uce-1865.nexus",33,381,0.0866141732283465,116
"359","uce-1869.nexus",41,327,0.125382262996942,114
"360","uce-1879.nexus",29,380,0.0763157894736842,120
"361","uce-188.nexus",31,398,0.0778894472361809,124
"362","uce-1880.nexus",13,320,0.040625,132
"363","uce-1886.nexus",33,322,0.102484472049689,114
"364","uce-1888.nexus",42,320,0.13125,116
"365","uce-1891.nexus",34,331,0.102719033232628,114
"366","uce-1892.nexus",58,381,0.152230971128609,94
"367","uce-1895.nexus",36,320,0.1125,104
"368","uce-1896.nexus",41,322,0.127329192546584,100
"369","uce-1897.nexus",39,391,0.0997442455242967,116
"370","uce-1898.nexus",93,389,0.239074550128535,74
"371","uce-1899.nexus",48,320,0.15,108
"372","uce-190.nexus",37,320,0.115625,92
"373","uce-1900.nexus",77,345,0.223188405797101,82
"374","uce-1903.nexus",47,323,0.145510835913313,104
"375","uce-1908.nexus",20,320,0.0625,128
"376","uce-191.nexus",24,500,0.048,128
"377","uce-1911.nexus",41,339,0.12094395280236,122
"378","uce-1913.nexus",25,320,0.078125,114
"379","uce-1914.nexus",31,323,0.0959752321981424,112
"380","uce-1919.nexus",21,333,0.0630630630630631,122
"381","uce-192.nexus",34,325,0.104615384615385,118
"382","uce-1920.nexus",52,507,0.102564102564103,108
"383","uce-1922.nexus",39,336,0.116071428571429,112
"384","uce-1925.nexus",29,320,0.090625,116
"385","uce-1928.nexus",70,475,0.147368421052632,82
"386","uce-1929.nexus",41,321,0.127725856697819,104
"387","uce-1933.nexus",22,321,0.0685358255451713,130
"388","uce-1937.nexus",27,338,0.0798816568047337,114
"389","uce-1938.nexus",58,342,0.169590643274854,120
"390","uce-1941.nexus",23,321,0.0716510903426791,110
"391","uce-1948.nexus",40,322,0.124223602484472,96
"392","uce-195.nexus",38,323,0.117647058823529,106
"393","uce-1956.nexus",34,323,0.105263157894737,118
"394","uce-1961.nexus",38,320,0.11875,104
"395","uce-1964.nexus",17,501,0.0339321357285429,132
"396","uce-1965.nexus",44,327,0.134556574923547,114
"397","uce-1970.nexus",53,440,0.120454545454545,98
"398","uce-1976.nexus",22,322,0.0683229813664596,132
"399","uce-1977.nexus",19,320,0.059375,124
"400","uce-1979.nexus",34,320,0.10625,122
"401","uce-198.nexus",54,395,0.136708860759494,88
"402","uce-1980.nexus",46,385,0.119480519480519,112
"403","uce-1981.nexus",54,320,0.16875,108
"404","uce-1985.nexus",71,354,0.200564971751412,104
"405","uce-1986.nexus",13,324,0.0401234567901235,128
"406","uce-1988.nexus",7,320,0.021875,140
"407","uce-1995.nexus",26,321,0.0809968847352025,132
"408","uce-1996.nexus",35,441,0.0793650793650794,114
"409","uce-1997.nexus",61,380,0.160526315789474,106
"410","uce-2.nexus",20,321,0.0623052959501558,122
"411","uce-200.nexus",45,442,0.101809954751131,120
"412","uce-2001.nexus",56,321,0.174454828660436,98
"413","uce-2004.nexus",14,320,0.04375,132
"414","uce-2006.nexus",37,338,0.109467455621302,128
"415","uce-2007.nexus",24,384,0.0625,126
"416","uce-2008.nexus",26,320,0.08125,112
"417","uce-2009.nexus",40,321,0.124610591900312,116
"418","uce-2010.nexus",4,440,0.00909090909090909,140
"419","uce-2013.nexus",48,320,0.15,96
"420","uce-2016.nexus",34,321,0.105919003115265,122
"421","uce-2018.nexus",31,381,0.0813648293963255,126
"422","uce-202.nexus",35,321,0.109034267912773,104
"423","uce-2020.nexus",21,320,0.065625,124
"424","uce-2021.nexus",28,326,0.0858895705521472,112
"425","uce-2023.nexus",12,320,0.0375,126
"426","uce-2025.nexus",3,324,0.00925925925925926,136
"427","uce-2028.nexus",53,442,0.119909502262443,98
"428","uce-2030.nexus",10,320,0.03125,134
"429","uce-2033.nexus",30,320,0.09375,122
"430","uce-2034.nexus",132,652,0.202453987730061,56
"431","uce-2035.nexus",48,327,0.146788990825688,86
"432","uce-2036.nexus",41,323,0.126934984520124,100
"433","uce-2040.nexus",16,380,0.0421052631578947,118
"434","uce-2042.nexus",34,500,0.068,106
"435","uce-2046.nexus",55,328,0.167682926829268,98
"436","uce-2049.nexus",21,323,0.065015479876161,130
"437","uce-205.nexus",15,320,0.046875,130
"438","uce-2051.nexus",28,323,0.086687306501548,120
"439","uce-2053.nexus",235,934,0.251605995717345,48
"440","uce-2054.nexus",33,440,0.075,122
"441","uce-2055.nexus",42,320,0.13125,86
"442","uce-2057.nexus",15,380,0.0394736842105263,114
"443","uce-2062.nexus",34,331,0.102719033232628,106
"444","uce-2063.nexus",14,380,0.0368421052631579,128
"445","uce-2066.nexus",39,501,0.0778443113772455,124
"446","uce-2068.nexus",6,320,0.01875,134
"447","uce-2069.nexus",8,321,0.0249221183800623,136
"448","uce-207.nexus",78,322,0.242236024844721,110
"449","uce-2070.nexus",33,596,0.0553691275167785,122
"450","uce-2076.nexus",42,325,0.129230769230769,104
"451","uce-208.nexus",45,320,0.140625,88
"452","uce-2080.nexus",26,320,0.08125,118
"453","uce-2082.nexus",20,381,0.05249343832021,126
"454","uce-2083.nexus",10,328,0.0304878048780488,130
"455","uce-2086.nexus",10,320,0.03125,136
"456","uce-2088.nexus",46,386,0.119170984455959,96
"457","uce-2092.nexus",51,500,0.102,112
"458","uce-2094.nexus",25,322,0.077639751552795,120
"459","uce-2096.nexus",38,321,0.118380062305296,120
"460","uce-2100.nexus",31,384,0.0807291666666667,126
"461","uce-2102.nexus",21,321,0.0654205607476635,132
"462","uce-2108.nexus",11,391,0.0281329923273657,132
"463","uce-2109.nexus",22,320,0.06875,124
"464","uce-211.nexus",77,327,0.235474006116208,78
"465","uce-2112.nexus",43,320,0.134375,116
"466","uce-2113.nexus",46,323,0.142414860681115,112
"467","uce-2116.nexus",2,320,0.00625,140
"468","uce-2118.nexus",48,322,0.149068322981366,96
"469","uce-2119.nexus",44,326,0.134969325153374,108
"470","uce-212.nexus",50,327,0.152905198776758,110
"471","uce-2120.nexus",36,320,0.1125,108
"472","uce-2124.nexus",73,321,0.227414330218069,90
"473","uce-2125.nexus",45,336,0.133928571428571,108
"474","uce-2126.nexus",55,321,0.171339563862928,82
"475","uce-2127.nexus",50,350,0.142857142857143,120
"476","uce-2129.nexus",28,324,0.0864197530864197,120
"477","uce-213.nexus",12,320,0.0375,130
"478","uce-2131.nexus",5,320,0.015625,138
"479","uce-2134.nexus",21,321,0.0654205607476635,122
"480","uce-2135.nexus",42,320,0.13125,110
"481","uce-2136.nexus",58,320,0.18125,74
"482","uce-2138.nexus",12,320,0.0375,128
"483","uce-2142.nexus",0,320,0,140
"484","uce-2145.nexus",28,331,0.0845921450151057,124
"485","uce-2146.nexus",20,321,0.0623052959501558,126
"486","uce-2147.nexus",21,441,0.0476190476190476,128
"487","uce-215.nexus",33,320,0.103125,114
"488","uce-2151.nexus",39,320,0.121875,118
"489","uce-2152.nexus",60,321,0.186915887850467,110
"490","uce-2156.nexus",17,320,0.053125,130
"491","uce-2160.nexus",36,320,0.1125,94
"492","uce-2162.nexus",9,320,0.028125,126
"493","uce-2163.nexus",61,320,0.190625,96
"494","uce-2165.nexus",78,341,0.228739002932551,92
"495","uce-2166.nexus",15,320,0.046875,128
"496","uce-2168.nexus",52,326,0.159509202453988,112
"497","uce-2169.nexus",86,334,0.25748502994012,84
"498","uce-2172.nexus",66,328,0.201219512195122,82
"499","uce-2176.nexus",50,334,0.149700598802395,102
"500","uce-2177.nexus",59,322,0.183229813664596,108
"501","uce-2179.nexus",93,333,0.279279279279279,70
"502","uce-2183.nexus",22,321,0.0685358255451713,116
"503","uce-2184.nexus",45,325,0.138461538461538,116
"504","uce-219.nexus",24,322,0.0745341614906832,120
"505","uce-2195.nexus",56,330,0.16969696969697,80
"506","uce-2198.nexus",84,330,0.254545454545455,72
"507","uce-220.nexus",36,440,0.0818181818181818,96
"508","uce-2201.nexus",72,326,0.220858895705521,100
"509","uce-2202.nexus",51,346,0.147398843930636,118
"510","uce-2206.nexus",12,320,0.0375,130
"511","uce-2209.nexus",25,320,0.078125,118
"512","uce-2211.nexus",36,320,0.1125,94
"513","uce-2212.nexus",50,320,0.15625,114
"514","uce-2213.nexus",35,323,0.108359133126935,122
"515","uce-2219.nexus",67,320,0.209375,96
"516","uce-222.nexus",7,320,0.021875,138
"517","uce-2225.nexus",56,325,0.172307692307692,92
"518","uce-2226.nexus",92,334,0.275449101796407,84
"519","uce-2230.nexus",55,321,0.171339563862928,94
"520","uce-2231.nexus",40,320,0.125,100
"521","uce-2235.nexus",47,320,0.146875,114
"522","uce-2238.nexus",60,348,0.172413793103448,94
"523","uce-2239.nexus",91,331,0.274924471299094,84
"524","uce-2245.nexus",11,321,0.0342679127725857,136
"525","uce-2246.nexus",48,320,0.15,112
"526","uce-2247.nexus",45,320,0.140625,106
"527","uce-2248.nexus",74,325,0.227692307692308,86
"528","uce-2252.nexus",13,320,0.040625,132
"529","uce-2253.nexus",86,324,0.265432098765432,78
"530","uce-2260.nexus",66,322,0.204968944099379,80
"531","uce-2261.nexus",80,324,0.246913580246914,70
"532","uce-2263.nexus",58,320,0.18125,88
"533","uce-2265.nexus",44,320,0.1375,108
"534","uce-2266.nexus",16,322,0.0496894409937888,128
