scaffold,start,end,mid,sites,sitesUsed,ABBA,BABA,D,fd,fdM,type,micro.macro
1,4700001,4800000,4747168,6177,2192,41,36.75,0.0547,0.0093,0.0056,autosome,macro
1,4800001,4900000,4849637,6797,2290,33.75,40.75,-0.094,-0.0157,-0.0088,autosome,macro
1,4900001,5000000,4950390,7151,2405,49.25,44,0.0563,0.0099,0.0058,autosome,macro
1,5000001,5100000,5050034,7531,2631,57.875,43.375,0.1432,0.0231,0.0141,autosome,macro
1,5100001,5200000,5149874,7418,2533,64,54.5,0.0802,0.0169,0.01,autosome,macro
1,5200001,5300000,5249662,7517,2556,96.25,55.75,0.2664,0.0683,0.039,autosome,macro
1,5300001,5400000,5350014,7171,2330,119.5,74,0.2351,0.0708,0.0425,autosome,macro
1,5400001,5500000,5448180,7061,2193,84.625,72.125,0.0797,0.0227,0.0129,autosome,macro
1,5500001,5600000,5551065,6633,2091,100.25,55.25,0.2894,0.0868,0.0493,autosome,macro
1,5600001,5700000,5649644,7676,2652,102.75,60.25,0.2607,0.0667,0.0382,autosome,macro
1,5700001,5800000,5752087,6418,2229,71.625,49.625,0.1814,0.0461,0.0288,autosome,macro
1,5800001,5900000,5851205,7446,2920,114.375,76.625,0.1976,0.0598,0.0381,autosome,macro
1,5900001,6000000,5952380,8276,2791,119.5,69.5,0.2646,0.0777,0.0492,autosome,macro
1,6000001,6100000,6051756,7880,2511,107.625,54.125,0.3308,0.0961,0.0617,autosome,macro
1,6100001,6200000,6150052,7469,2364,127.625,70.875,0.2859,0.1072,0.0655,autosome,macro
1,6200001,6300000,6249224,6760,2206,96.5,59,0.2412,0.076,0.0468,autosome,macro
1,6300001,6400000,6349446,7429,2381,60.375,59.875,0.0042,0.0009,0.0006,autosome,macro
1,6400001,6500000,6453189,7212,2313,69.125,58.375,0.0843,0.0234,0.0146,autosome,macro
1,6500001,6600000,6550065,7712,2493,103.5,70,0.1931,0.0627,0.0399,autosome,macro
1,6600001,6700000,6648863,7124,2340,102,74,0.1591,0.052,0.0332,autosome,macro
1,6700001,6800000,6752827,7244,2537,107.5,68.25,0.2233,0.0788,0.0481,autosome,macro
1,6800001,6900000,6851453,8035,2716,79.75,52.75,0.2038,0.043,0.0288,autosome,macro
1,6900001,7000000,6949272,6718,2357,79.5,57,0.1648,0.042,0.0269,autosome,macro
1,7000001,7100000,7048202,7064,2505,84.5,48,0.2755,0.065,0.0435,autosome,macro
1,7100001,7200000,7152263,6614,2733,70,40.25,0.2698,0.0482,0.0333,autosome,macro
1,7200001,7300000,7250054,5955,2299,36.75,34,0.0389,0.0055,0.0039,autosome,macro
1,7300001,7400000,7351349,6356,2390,42.25,23.25,0.2901,0.0381,0.026,autosome,macro
1,7400001,7500000,7449850,6255,2261,59.875,20.875,0.483,0.0676,0.0481,autosome,macro
1,7500001,7600000,7553613,5713,2037,31,9.25,0.5404,0.0505,0.0349,autosome,macro
1,7600001,7700000,7649306,5691,2070,28.25,27,0.0226,0.0026,0.0018,autosome,macro
1,7700001,7800000,7750922,6720,2452,68.5,26.75,0.4383,0.069,0.0426,autosome,macro
1,7800001,7900000,7851364,6122,2170,63.875,33.125,0.317,0.0635,0.0438,autosome,macro
1,7900001,8000000,7948037,6337,2233,46.5,26,0.2828,0.0471,0.0305,autosome,macro
1,8000001,8100000,8052999,6328,2058,55.125,30.375,0.2895,0.0458,0.0281,autosome,macro
1,8100001,8200000,8150165,6647,2437,68,32.75,0.3499,0.0737,0.0449,autosome,macro
1,8200001,8300000,8248619,6355,2332,56.25,39.75,0.1719,0.0388,0.0235,autosome,macro
1,8300001,8400000,8349499,6484,2434,73.875,46.125,0.2312,0.0531,0.0351,autosome,macro
1,8400001,8500000,8450589,6882,2598,62.625,47.625,0.1361,0.0274,0.0178,autosome,macro
1,8500001,8600000,8548748,7311,2727,74.375,42.125,0.2768,0.0558,0.037,autosome,macro
1,8600001,8700000,8651184,7089,2748,61.5,44,0.1659,0.0341,0.0221,autosome,macro
1,8700001,8800000,8750107,7441,2803,91.5,50,0.2933,0.0758,0.0482,autosome,macro
1,8800001,8900000,8850545,6610,2641,67.75,42.5,0.229,0.0454,0.0298,autosome,macro
1,8900001,9000000,8950704,6398,2525,58.875,35.375,0.2493,0.047,0.0297,autosome,macro
1,9000001,9100000,9048663,6708,2597,66.75,47.5,0.1685,0.0327,0.0216,autosome,macro
1,9100001,9200000,9147520,6472,2440,74.75,49.5,0.2032,0.0471,0.0315,autosome,macro
1,9200001,9300000,9252816,6389,2345,78.125,41.375,0.3075,0.0762,0.0494,autosome,macro
1,9300001,9400000,9349083,7263,2947,85.25,67.75,0.1144,0.0287,0.0183,autosome,macro
1,9400001,9500000,9448776,6703,2701,67.625,48.625,0.1634,0.0362,0.023,autosome,macro
1,9500001,9600000,9547306,7107,2818,72.5,40,0.2889,0.0571,0.0383,autosome,macro
1,9600001,9700000,9649136,6441,2398,69.125,38.375,0.286,0.0646,0.0419,autosome,macro
1,9700001,9800000,9751165,6663,2497,82.5,43.5,0.3095,0.0704,0.0482,autosome,macro
1,9800001,9900000,9849659,6216,2401,45.25,31,0.1869,0.0284,0.0194,autosome,macro
1,9900001,10000000,9948180,6851,2574,75,22.5,0.5385,0.1021,0.0694,autosome,macro
1,10000001,10100000,10048591,6107,2198,43.75,30.75,0.1745,0.0307,0.0194,autosome,macro
1,10100001,10200000,10148149,5788,2267,58.5,34.25,0.2615,0.0554,0.0369,autosome,macro
1,10200001,10300000,10250870,5349,2068,84.125,36.875,0.3905,0.1094,0.0709,autosome,macro
1,10300001,10400000,10345246,5460,2279,48.625,33.375,0.186,0.0302,0.0202,autosome,macro
1,10400001,10500000,10451907,5904,2431,60,27.75,0.3675,0.0616,0.0432,autosome,macro
1,10500001,10600000,10548795,6030,2472,35.875,32.375,0.0513,0.0063,0.0043,autosome,macro
1,10600001,10700000,10653366,5705,2330,42.625,25.875,0.2445,0.0349,0.0239,autosome,macro
1,10700001,10800000,10752265,6861,2739,56.625,56.875,-0.0022,-0.0005,-0.0003,autosome,macro
1,10800001,10900000,10850615,7054,2687,47,46,0.0108,0.0017,0.0012,autosome,macro
1,10900001,11000000,10951254,6817,2823,70,39.25,0.2815,0.0533,0.0352,autosome,macro
1,11000001,11100000,11049358,6488,2468,58.25,40.5,0.1797,0.033,0.0205,autosome,macro
1,11100001,11200000,11151960,6684,2360,79.125,44.375,0.2814,0.0613,0.0366,autosome,macro
1,11200001,11300000,11247448,6335,2376,76.5,40.25,0.3105,0.0642,0.0381,autosome,macro
1,11300001,11400000,11350378,7243,2700,68.125,65.125,0.0225,0.0052,0.0034,autosome,macro
1,11400001,11500000,11454238,6684,2458,54.125,55.625,-0.0137,-0.0028,-0.0019,autosome,macro
1,11500001,11600000,11551669,6159,2535,43.625,42.125,0.0175,0.0029,0.002,autosome,macro
1,11600001,11700000,11650229,6675,2401,76,42.25,0.2854,0.0529,0.0359,autosome,macro
1,11700001,11800000,11747406,6602,2409,52.25,60.25,-0.0711,-0.0155,-0.0099,autosome,macro
1,11800001,11900000,11852344,5989,2143,52.75,64.5,-0.1002,-0.0237,-0.0147,autosome,macro
1,11900001,12000000,11950928,6567,2392,91.25,60,0.2066,0.0625,0.0373,autosome,macro
1,12000001,12100000,12050619,6837,2497,68.625,50.875,0.1485,0.0304,0.02,autosome,macro
1,12100001,12200000,12150863,6729,2375,64.625,41.375,0.2193,0.0423,0.0288,autosome,macro
1,12200001,12300000,12250743,6341,2590,50.625,68.875,-0.1527,-0.0313,-0.0204,autosome,macro
1,12300001,12400000,12350979,6281,2416,53.125,57.625,-0.0406,-0.008,-0.0055,autosome,macro
1,12400001,12500000,12449431,6817,2579,58.125,46.375,0.1124,0.0227,0.0149,autosome,macro
1,12500001,12600000,12545807,5831,1918,40.5,31.25,0.1289,0.0225,0.0153,autosome,macro
1,12600001,12700000,12651183,5902,2153,24.75,25.75,-0.0198,-0.0019,-0.0013,autosome,macro
1,12700001,12800000,12747068,5574,2240,39,17.75,0.3744,0.0446,0.0297,autosome,macro
1,12800001,12900000,12848342,6220,2422,42.5,36,0.0828,0.0117,0.0082,autosome,macro
1,12900001,13000000,12948324,5877,2361,46.625,19.375,0.4129,0.0539,0.0375,autosome,macro
1,13000001,13100000,13050747,5996,2170,46.5,39.75,0.0783,0.0133,0.0092,autosome,macro
1,13100001,13200000,13149029,5758,2057,39.375,28.625,0.1581,0.0243,0.0165,autosome,macro
1,13200001,13300000,13250310,5714,2156,42.375,39.125,0.0399,0.0069,0.0045,autosome,macro
1,13300001,13400000,13350334,6322,2465,58.5,31,0.3073,0.0546,0.0366,autosome,macro
1,13400001,13500000,13451016,6313,2523,69.625,35.125,0.3294,0.0591,0.0398,autosome,macro
1,13500001,13600000,13550154,5876,2191,53.875,27.625,0.3221,0.0552,0.0362,autosome,macro
1,13600001,13700000,13651624,6381,2456,56.5,63.25,-0.0564,-0.0124,-0.0079,autosome,macro
1,13700001,13800000,13748704,6671,2653,39.25,35.75,0.0467,0.006,0.0043,autosome,macro
1,13800001,13900000,13850361,6307,2649,34.25,16,0.3632,0.0376,0.0249,autosome,macro
1,13900001,14000000,13951746,6163,2482,24,24.75,-0.0154,-0.0015,-0.001,autosome,macro
1,14000001,14100000,14049281,5566,1961,27.25,27.25,0,0,0,autosome,macro
1,14100001,14200000,14150425,5567,2162,44.125,39.125,0.0601,0.011,0.0074,autosome,macro
1,14200001,14300000,14247980,5010,1954,38.5,18.75,0.345,0.0468,0.0313,autosome,macro
1,14300001,14400000,14354903,5519,2275,39.75,20,0.3305,0.0403,0.0274,autosome,macro
1,14400001,14500000,14451698,6245,2369,42.5,37,0.0692,0.011,0.0075,autosome,macro
1,14500001,14600000,14551304,6572,2415,46.625,28.125,0.2475,0.0361,0.0237,autosome,macro
1,14600001,14700000,14648134,6755,2515,58,28.75,0.3372,0.0576,0.0388,autosome,macro
1,14700001,14800000,14754481,5213,2036,30.25,16.75,0.2872,0.0346,0.0231,autosome,macro
1,14800001,14900000,14845840,5937,2288,28.75,20.25,0.1735,0.0173,0.0119,autosome,macro
1,14900001,15000000,14949564,5993,2491,42.875,24.125,0.2799,0.038,0.0237,autosome,macro
1,15000001,15100000,15051921,5588,2428,20.5,16,0.1233,0.0091,0.0063,autosome,macro
1,15100001,15200000,15151008,5885,2289,32.625,17.875,0.2921,0.0322,0.0214,autosome,macro
1,15200001,15300000,15250777,5847,2392,29.25,10.5,0.4717,0.039,0.0263,autosome,macro
1,15300001,15400000,15347387,6105,2571,30.25,15.25,0.3297,0.0274,0.0193,autosome,macro
1,15400001,15500000,15449135,5848,2384,28.75,12.25,0.4024,0.0343,0.0236,autosome,macro
1,15500001,15600000,15552420,5403,2302,34.25,12.5,0.4652,0.0451,0.0314,autosome,macro
1,15600001,15700000,15649174,5865,2225,26.5,6.25,0.6183,0.0427,0.0305,autosome,macro
1,15700001,15800000,15747752,5533,2108,34.875,9.875,0.5587,0.058,0.0404,autosome,macro
1,15800001,15900000,15849445,5329,2200,22.75,8.75,0.4444,0.0285,0.0205,autosome,macro
1,15900001,16000000,15949093,5291,2146,36.25,14.25,0.4356,0.0469,0.0314,autosome,macro
1,16000001,16100000,16051363,5755,2183,16,13.5,0.0847,0.0052,0.0036,autosome,macro
1,16100001,16200000,16149682,5564,2302,14,13.25,0.0275,0.0015,0.001,autosome,macro
1,16200001,16300000,16250833,4907,1909,22.625,11.875,0.3116,0.0266,0.0178,autosome,macro
1,16300001,16400000,16351761,4323,1754,9.5,5.25,0.2881,0.011,0.008,autosome,macro
1,16400001,16500000,16451102,4578,1770,31,11.25,0.4675,0.0462,0.0326,autosome,macro
1,16500001,16600000,16547013,4323,1743,11.75,7.25,0.2368,0.0105,0.0072,autosome,macro
1,16600001,16700000,16647975,4571,1785,18.375,12.875,0.176,0.0145,0.0096,autosome,macro
1,16700001,16800000,16754950,4741,1782,18,23.25,-0.1273,-0.0136,-0.0089,autosome,macro
1,16800001,16900000,16851036,4453,1761,15.375,12.625,0.0982,0.0069,0.0044,autosome,macro
1,16900001,17000000,16947644,4493,1751,15.625,11.625,0.1468,0.0095,0.0064,autosome,macro
1,17000001,17100000,17048907,4255,1643,14.625,14.875,-0.0085,-0.0007,-0.0005,autosome,macro
1,17100001,17200000,17150048,4299,1749,11.875,6.375,0.3014,0.0155,0.011,autosome,macro
1,17200001,17300000,17250342,5556,2232,25.125,16.875,0.1964,0.0158,0.0118,autosome,macro
1,17300001,17400000,17346671,4945,1956,21.5,8.75,0.4215,0.026,0.0191,autosome,macro
1,17400001,17500000,17447783,5354,2350,20.625,20.125,0.0123,0.001,0.0007,autosome,macro
1,17500001,17600000,17548324,5332,2189,34.25,7.5,0.6407,0.0561,0.037,autosome,macro
1,17600001,17700000,17651160,4929,1860,18,10.75,0.2522,0.0168,0.0113,autosome,macro
1,17700001,17800000,17746461,5007,1970,15.25,6.75,0.3864,0.0223,0.0154,autosome,macro
1,17800001,17900000,17852093,5580,2247,22.5,13.75,0.2414,0.0193,0.0133,autosome,macro
1,17900001,18000000,17950090,5449,2028,21.375,20.125,0.0301,0.0032,0.0021,autosome,macro
1,18000001,18100000,18049594,5505,2202,20.125,12.625,0.229,0.0183,0.0123,autosome,macro
1,18100001,18200000,18150664,6237,2514,28.875,14.875,0.32,0.0268,0.0186,autosome,macro
1,18200001,18300000,18250848,6025,2280,15,11,0.1538,0.0081,0.0057,autosome,macro
1,18300001,18400000,18349886,6275,2476,22.5,11,0.3433,0.022,0.0163,autosome,macro
1,18400001,18500000,18452642,6241,2562,25.5,20.25,0.1148,0.0096,0.0066,autosome,macro
1,18500001,18600000,18550780,6037,2418,43.5,29.75,0.1877,0.0249,0.0168,autosome,macro
1,18600001,18700000,18647977,6153,2463,37,18.75,0.3274,0.0391,0.0256,autosome,macro
1,18700001,18800000,18750773,5782,2270,35,23.75,0.1915,0.0192,0.0138,autosome,macro
1,18800001,18900000,18848310,5262,2097,28.5,23.5,0.0962,0.0108,0.0075,autosome,macro
1,18900001,19000000,18950307,5677,2264,33,15.5,0.3608,0.0364,0.0254,autosome,macro
1,19000001,19100000,19048662,6532,2655,38,27.5,0.1603,0.0194,0.0133,autosome,macro
1,19100001,19200000,19151423,5399,2245,88.125,33.125,0.4536,0.1067,0.0718,autosome,macro
1,19200001,19300000,19249917,6023,2390,46.25,27,0.2628,0.0425,0.0286,autosome,macro
1,19300001,19400000,19351542,6639,2695,63.25,39.5,0.2311,0.0401,0.0277,autosome,macro
1,19400001,19500000,19448909,5971,2298,43.75,27.5,0.2281,0.036,0.0252,autosome,macro
1,19500001,19600000,19550578,6094,2458,61,39,0.22,0.0462,0.0309,autosome,macro
1,19600001,19700000,19648927,5816,2437,34.5,38.75,-0.058,-0.0094,-0.0063,autosome,macro
1,19700001,19800000,19749858,5988,2379,35.5,33.5,0.029,0.0045,0.003,autosome,macro
1,19800001,19900000,19850709,5732,2428,44.875,11.125,0.6027,0.0717,0.0479,autosome,macro
1,19900001,20000000,19949650,6599,2671,33.875,22.125,0.2098,0.0215,0.0153,autosome,macro
1,20000001,20100000,20049151,6021,2426,37.125,13.625,0.4631,0.0534,0.0387,autosome,macro
1,20100001,20200000,20148796,6301,2639,44.5,17,0.4472,0.0596,0.038,autosome,macro
1,20200001,20300000,20250433,5693,2438,75.25,22.25,0.5436,0.1028,0.0663,autosome,macro
1,20300001,20400000,20350406,5409,2233,39.375,14.625,0.4583,0.0502,0.0356,autosome,macro
1,20400001,20500000,20450698,6076,2254,30,25.25,0.086,0.0094,0.0066,autosome,macro
1,20500001,20600000,20551410,6459,2544,43.875,37.375,0.08,0.0126,0.0083,autosome,macro
1,20600001,20700000,20648335,5883,2344,55.5,21.5,0.4416,0.0714,0.0498,autosome,macro
1,20700001,20800000,20749220,6138,2407,48.625,19.625,0.4249,0.0648,0.043,autosome,macro
1,20800001,20900000,20850090,6427,2468,43.75,21.5,0.341,0.0486,0.0323,autosome,macro
1,20900001,21000000,20948951,6173,2425,41.75,26.25,0.2279,0.0328,0.0217,autosome,macro
1,21000001,21100000,21054645,5142,1920,39.25,23.5,0.251,0.0418,0.0273,autosome,macro
1,21100001,21200000,21150178,5889,2263,34.625,25.875,0.1446,0.0171,0.0121,autosome,macro
1,21200001,21300000,21251015,5924,2191,72.75,22.75,0.5236,0.1068,0.0668,autosome,macro
1,21300001,21400000,21349544,6383,2546,44.875,27.375,0.2422,0.0333,0.0233,autosome,macro
1,21400001,21500000,21449515,5970,2392,47,34.75,0.1498,0.0245,0.0162,autosome,macro
1,21500001,21600000,21550133,5964,2322,41.125,32.375,0.119,0.0198,0.0134,autosome,macro
1,21600001,21700000,21647814,6541,2489,39.125,19.875,0.3263,0.0369,0.0254,autosome,macro
1,21700001,21800000,21749478,6351,2352,56.125,32.875,0.2612,0.0487,0.0306,autosome,macro
1,21800001,21900000,21849189,6193,2395,50.375,25.375,0.33,0.0482,0.0331,autosome,macro
1,21900001,22000000,21950483,6097,2508,64.5,32.5,0.3299,0.0582,0.0392,autosome,macro
1,22000001,22100000,22052633,6925,2751,52,34,0.2093,0.0364,0.0244,autosome,macro
1,22100001,22200000,22150646,5569,2087,44,26.5,0.2482,0.035,0.0247,autosome,macro
1,22200001,22300000,22251815,5688,2122,44.25,31.25,0.1722,0.0311,0.021,autosome,macro
1,22300001,22400000,22348510,6250,2447,27.5,18.5,0.1957,0.0201,0.0139,autosome,macro
1,22400001,22500000,22448635,5925,2388,42.75,21.75,0.3256,0.0431,0.0299,autosome,macro
1,22500001,22600000,22550486,5796,2349,39.875,13.875,0.4837,0.0494,0.0359,autosome,macro
1,22600001,22700000,22650473,5884,2522,24.375,13.625,0.2829,0.0204,0.0146,autosome,macro
1,22700001,22800000,22749018,5356,2405,24.875,19.125,0.1307,0.0125,0.0083,autosome,macro
1,22800001,22900000,22850272,5030,2240,39.875,12.875,0.5118,0.0592,0.0405,autosome,macro
1,22900001,23000000,22949969,5387,2369,35,11.25,0.5135,0.0508,0.0337,autosome,macro
1,23000001,23100000,23050854,5682,2294,56.375,19.625,0.4836,0.0774,0.0498,autosome,macro
1,23100001,23200000,23153271,5181,2034,82.625,21.375,0.5889,0.1357,0.0864,autosome,macro
1,23200001,23300000,23249954,5817,2278,39.875,31.625,0.1154,0.0178,0.0117,autosome,macro
1,23300001,23400000,23349182,5237,2089,18.375,13.625,0.1484,0.0112,0.0078,autosome,macro
1,23400001,23500000,23451346,5623,2233,58.125,17.625,0.5347,0.091,0.06,autosome,macro
1,23500001,23600000,23548797,5296,2001,42.25,16.5,0.4383,0.057,0.0377,autosome,macro
1,23600001,23700000,23647051,5109,1839,22.375,13.875,0.2345,0.0212,0.0137,autosome,macro
1,23700001,23800000,23753733,4998,1864,29.25,18.5,0.2251,0.0243,0.0172,autosome,macro
1,23800001,23900000,23849504,5356,1898,31.5,21.5,0.1887,0.0222,0.0155,autosome,macro
1,23900001,24000000,23951268,6382,2385,55.625,39.875,0.1649,0.032,0.02,autosome,macro
1,24000001,24100000,24052085,5919,2277,62.375,34.875,0.2828,0.0601,0.0374,autosome,macro
1,24100001,24200000,24148210,5843,2344,52,37,0.1685,0.0305,0.0207,autosome,macro
1,24200001,24300000,24250515,4921,1866,28.625,16.125,0.2793,0.0352,0.0236,autosome,macro
1,24300001,24400000,24348854,5142,1915,30.125,16.875,0.2819,0.0359,0.0241,autosome,macro
1,24400001,24500000,24450224,5471,1870,31.75,26.75,0.0855,0.0113,0.0074,autosome,macro
1,24500001,24600000,24551749,5469,1959,24,24,0,0,0,autosome,macro
1,24600001,24700000,24649481,6301,2449,35.875,28.125,0.1211,0.0164,0.0112,autosome,macro
1,24700001,24800000,24748240,5574,2111,33.75,34,-0.0037,-0.0006,-0.0004,autosome,macro
1,24800001,24900000,24854240,5368,1993,20.75,15.5,0.1448,0.0144,0.0095,autosome,macro
1,24900001,25000000,24950377,6060,2317,26.75,16,0.2515,0.0219,0.0155,autosome,macro
1,25000001,25100000,25053592,5430,1987,26.375,14.625,0.2866,0.0297,0.0208,autosome,macro
1,25100001,25200000,25151019,6543,2506,36.875,20.875,0.2771,0.0357,0.0227,autosome,macro
1,25200001,25300000,25249501,6958,2743,32.5,40.25,-0.1065,-0.0146,-0.0095,autosome,macro
1,25300001,25400000,25348455,5563,2237,60.875,20.125,0.5031,0.091,0.0609,autosome,macro
1,25400001,25500000,25450959,6548,2667,41.25,44,-0.0323,-0.0049,-0.0033,autosome,macro
1,25500001,25600000,25549428,5617,2229,48.125,21.875,0.375,0.0579,0.0393,autosome,macro
1,25600001,25700000,25650353,6388,2556,59.625,43.875,0.1522,0.0291,0.0195,autosome,macro
1,25700001,25800000,25749665,6523,2808,40.5,27.5,0.1912,0.0246,0.0165,autosome,macro
1,25800001,25900000,25851404,6416,2618,43.5,32,0.1523,0.0219,0.0148,autosome,macro
1,25900001,26000000,25949974,6005,2393,24.625,15.875,0.216,0.0201,0.0137,autosome,macro
1,26000001,26100000,26050454,6082,2297,39.75,8,0.6649,0.0648,0.0435,autosome,macro
1,26100001,26200000,26152645,6299,2463,29.5,24,0.1028,0.0109,0.0072,autosome,macro
1,26200001,26300000,26251541,6607,2752,45.75,30.75,0.1961,0.0282,0.0187,autosome,macro
1,26300001,26400000,26349739,6065,2431,47.375,38.875,0.0986,0.0178,0.0115,autosome,macro
1,26400001,26500000,26449647,6036,2244,40.25,39.5,0.0094,0.0016,0.0011,autosome,macro
1,26500001,26600000,26552200,6288,2393,33,32,0.0154,0.002,0.0014,autosome,macro
1,26600001,26700000,26648364,6569,2508,42.375,41.625,0.0089,0.0014,0.0009,autosome,macro
1,26700001,26800000,26747759,6504,2464,74.875,47.125,0.2275,0.0561,0.0353,autosome,macro
1,26800001,26900000,26850953,6683,2721,73.5,50.5,0.1855,0.039,0.0266,autosome,macro
1,26900001,27000000,26948998,6364,2452,60.25,49,0.103,0.0204,0.014,autosome,macro
1,27000001,27100000,27051427,6798,2632,76.375,57.125,0.1442,0.0324,0.022,autosome,macro
1,27100001,27200000,27150784,6426,2397,65,45,0.1818,0.0417,0.0261,autosome,macro
1,27200001,27300000,27248506,6668,2519,64.625,44.125,0.1885,0.0414,0.0267,autosome,macro
1,27300001,27400000,27350536,6853,2591,56.5,56.25,0.0022,0.0005,0.0003,autosome,macro
1,27400001,27500000,27448580,5695,2223,48,19.25,0.4275,0.0614,0.0419,autosome,macro
1,27500001,27600000,27550369,7001,2659,70,52.75,0.1405,0.0291,0.0194,autosome,macro
1,27600001,27700000,27651499,5731,1990,52,31.75,0.2418,0.0451,0.0302,autosome,macro
1,27700001,27800000,27750184,6670,2439,64.625,38.875,0.2488,0.0524,0.0348,autosome,macro
1,27800001,27900000,27850241,7058,2569,78.5,34.75,0.3863,0.0767,0.0526,autosome,macro
1,27900001,28000000,27948353,5211,1961,49,16.5,0.4962,0.0728,0.0479,autosome,macro
1,28000001,28100000,28049250,5830,2181,49.5,45,0.0476,0.0095,0.0065,autosome,macro
1,28100001,28200000,28150461,6049,2432,50.625,45.125,0.0574,0.011,0.0074,autosome,macro
1,28200001,28300000,28249588,6265,2489,63.25,34,0.3008,0.0572,0.0391,autosome,macro
