scaffold,start,end,mid,sites,sitesUsed,ABBA,BABA,D,fd,fdM,type,micro.macro
1,11900001,12000000,11950928,6567,2631,60.25,119.5,-0.3296,-0.0796,-0.0547,autosome,macro
1,12000001,12100000,12050619,6837,2661,72.375,97.375,-0.1473,-0.0338,-0.0235,autosome,macro
1,12100001,12200000,12150863,6729,2636,76,68,0.0556,0.0108,0.0076,autosome,macro
1,12200001,12300000,12250743,6341,2821,58,97.25,-0.2528,-0.0455,-0.0321,autosome,macro
1,12300001,12400000,12350979,6281,2533,68.5,54.75,0.1116,0.0195,0.0136,autosome,macro
1,12400001,12500000,12449431,6817,2746,63,71.75,-0.0649,-0.0123,-0.0085,autosome,macro
1,12500001,12600000,12545807,5831,2299,48.75,38.75,0.1143,0.0162,0.0118,autosome,macro
1,12600001,12700000,12651183,5902,2402,11.5,34,-0.4945,-0.0343,-0.0241,autosome,macro
1,12700001,12800000,12747068,5574,2427,20.625,38.875,-0.3067,-0.0313,-0.0218,autosome,macro
1,12800001,12900000,12848342,6220,2678,62.75,54,0.0749,0.0122,0.0083,autosome,macro
1,12900001,13000000,12948324,5877,2491,29.75,54.25,-0.2917,-0.0385,-0.027,autosome,macro
1,13000001,13100000,13050747,5996,2484,74.625,54.875,0.1525,0.027,0.0189,autosome,macro
1,13100001,13200000,13149029,5758,2335,32.25,53.25,-0.2456,-0.0349,-0.0244,autosome,macro
1,13200001,13300000,13250310,5714,2370,48.75,50,-0.0127,-0.0019,-0.0013,autosome,macro
1,13300001,13400000,13350334,6322,2608,38.375,107.875,-0.4752,-0.1014,-0.0689,autosome,macro
1,13400001,13500000,13451016,6313,2572,39.875,38.625,0.0159,0.0019,0.0013,autosome,macro
1,13500001,13600000,13550154,5876,2335,36.625,76.125,-0.3503,-0.0573,-0.0402,autosome,macro
1,13600001,13700000,13651624,6381,2713,65,60,0.04,0.0068,0.0048,autosome,macro
1,13700001,13800000,13748704,6671,2763,40,38.5,0.0191,0.0022,0.0015,autosome,macro
1,13800001,13900000,13850361,6307,2775,22,78.75,-0.5633,-0.0879,-0.0593,autosome,macro
1,13900001,14000000,13951746,6163,2564,17,20,-0.0811,-0.0048,-0.0035,autosome,macro
1,14000001,14100000,14049281,5566,2294,40.25,43.5,-0.0388,-0.0047,-0.0035,autosome,macro
1,14100001,14200000,14150425,5567,2408,47.5,75.5,-0.2276,-0.0448,-0.0311,autosome,macro
1,14200001,14300000,14247980,5010,2156,30,40.25,-0.1459,-0.0186,-0.0131,autosome,macro
1,14300001,14400000,14354903,5519,2430,33,105,-0.5217,-0.1115,-0.0746,autosome,macro
1,14400001,14500000,14451698,6245,2588,59,51,0.0727,0.0115,0.0083,autosome,macro
1,14500001,14600000,14551304,6572,2804,62.375,27.125,0.3939,0.0498,0.0354,autosome,macro
1,14600001,14700000,14648134,6755,2891,43.375,69.375,-0.2306,-0.0361,-0.025,autosome,macro
1,14700001,14800000,14754481,5213,2261,31.75,34.5,-0.0415,-0.005,-0.0037,autosome,macro
1,14800001,14900000,14845840,5937,2538,35.625,52.125,-0.188,-0.024,-0.017,autosome,macro
1,14900001,15000000,14949564,5993,2527,36.125,38.625,-0.0334,-0.004,-0.0028,autosome,macro
1,15000001,15100000,15051921,5588,2407,17.5,26.25,-0.2,-0.0142,-0.0102,autosome,macro
1,15100001,15200000,15151008,5885,2558,21,120.25,-0.7027,-0.1386,-0.0947,autosome,macro
1,15200001,15300000,15250777,5847,2425,12,28.5,-0.4074,-0.0268,-0.0195,autosome,macro
1,15300001,15400000,15347387,6105,2641,17.375,38.375,-0.3767,-0.0307,-0.0216,autosome,macro
1,15400001,15500000,15449135,5848,2425,21.125,35.125,-0.2489,-0.0235,-0.0165,autosome,macro
1,15500001,15600000,15552420,5403,2284,12.125,27.625,-0.3899,-0.0262,-0.0187,autosome,macro
1,15600001,15700000,15649174,5865,2248,19.5,55,-0.4765,-0.0596,-0.0412,autosome,macro
1,15700001,15800000,15747752,5533,2132,8.125,50.625,-0.7234,-0.0801,-0.056,autosome,macro
1,15800001,15900000,15849445,5329,2247,9.5,43.25,-0.6398,-0.0554,-0.0393,autosome,macro
1,15900001,16000000,15949093,5291,2249,21.5,35.25,-0.2423,-0.0228,-0.0166,autosome,macro
1,16000001,16100000,16051363,5755,2248,14.875,33.625,-0.3866,-0.0288,-0.0206,autosome,macro
1,16100001,16200000,16149682,5564,2432,29.25,63.75,-0.371,-0.0494,-0.0349,autosome,macro
1,16200001,16300000,16250833,4907,2047,14.375,38.125,-0.4524,-0.0407,-0.0296,autosome,macro
1,16300001,16400000,16351761,4323,1810,2.25,23.5,-0.8252,-0.0396,-0.0295,autosome,macro
1,16400001,16500000,16451102,4578,1869,10.875,50.375,-0.6449,-0.0703,-0.0486,autosome,macro
1,16500001,16600000,16547013,4323,1800,8.625,24.875,-0.4851,-0.0282,-0.0207,autosome,macro
1,16600001,16700000,16647975,4571,1918,14,53.75,-0.5867,-0.0743,-0.0515,autosome,macro
1,16700001,16800000,16754950,4741,1969,23.625,53.625,-0.3883,-0.0516,-0.0367,autosome,macro
1,16800001,16900000,16851036,4453,1846,11.375,55.375,-0.6592,-0.0804,-0.0564,autosome,macro
1,16900001,17000000,16947644,4493,1852,12.5,67.75,-0.6885,-0.0955,-0.0655,autosome,macro
1,17000001,17100000,17048907,4255,1750,15.75,48,-0.5059,-0.0642,-0.0445,autosome,macro
1,17100001,17200000,17150048,4299,1819,11.5,38.25,-0.5377,-0.0558,-0.0379,autosome,macro
1,17200001,17300000,17250342,5556,2279,54.75,16.75,0.5315,0.059,0.0404,autosome,macro
1,17300001,17400000,17346671,4945,2019,55.5,11.75,0.6506,0.0711,0.0497,autosome,macro
1,17400001,17500000,17447783,5354,2452,37.875,15.375,0.4225,0.0339,0.0251,autosome,macro
1,17500001,17600000,17548324,5332,2222,9.5,33.75,-0.5607,-0.0424,-0.0299,autosome,macro
1,17600001,17700000,17651160,4929,2041,11.75,15.25,-0.1296,-0.0068,-0.0047,autosome,macro
1,17700001,17800000,17746461,5007,2031,13.5,16.25,-0.0924,-0.0055,-0.004,autosome,macro
1,17800001,17900000,17852093,5580,2329,16.125,24.875,-0.2134,-0.0146,-0.0107,autosome,macro
1,17900001,18000000,17950090,5449,2187,24.375,27.125,-0.0534,-0.005,-0.0036,autosome,macro
1,18000001,18100000,18049594,5505,2300,10.25,22,-0.3643,-0.0221,-0.0159,autosome,macro
1,18100001,18200000,18150664,6237,2568,14.625,38.625,-0.4507,-0.0355,-0.0256,autosome,macro
1,18200001,18300000,18250848,6025,2369,24,25.75,-0.0352,-0.0027,-0.0019,autosome,macro
1,18300001,18400000,18349886,6275,2572,21.5,23.5,-0.0444,-0.0031,-0.0022,autosome,macro
1,18400001,18500000,18452642,6241,2634,21,44,-0.3538,-0.0334,-0.0234,autosome,macro
1,18500001,18600000,18550780,6037,2484,23.5,61,-0.4438,-0.0522,-0.0374,autosome,macro
1,18600001,18700000,18647977,6153,2525,25.375,35.125,-0.1612,-0.0168,-0.0116,autosome,macro
1,18700001,18800000,18750773,5782,2453,43.75,58.25,-0.1422,-0.0201,-0.0141,autosome,macro
1,18800001,18900000,18848310,5262,2231,26.25,29.25,-0.0541,-0.005,-0.0036,autosome,macro
1,18900001,19000000,18950307,5677,2373,21.375,44.125,-0.3473,-0.0368,-0.0255,autosome,macro
1,19000001,19100000,19048662,6532,2912,31.25,33,-0.0272,-0.0025,-0.0018,autosome,macro
1,19100001,19200000,19151423,5399,2312,55.5,58.5,-0.0263,-0.0053,-0.0036,autosome,macro
1,19200001,19300000,19249917,6023,2589,25.25,101.25,-0.6008,-0.1099,-0.0766,autosome,macro
1,19300001,19400000,19351542,6639,2861,50.75,67.25,-0.1398,-0.0218,-0.0154,autosome,macro
1,19400001,19500000,19448909,5971,2585,40.5,53,-0.1337,-0.0195,-0.0141,autosome,macro
1,19500001,19600000,19550578,6094,2570,49.25,67.75,-0.1581,-0.0287,-0.0204,autosome,macro
1,19600001,19700000,19648927,5816,2479,34.125,32.125,0.0302,0.0034,0.0024,autosome,macro
1,19700001,19800000,19749858,5988,2413,37.25,59,-0.226,-0.034,-0.0246,autosome,macro
1,19800001,19900000,19850709,5732,2415,26.75,66.75,-0.4278,-0.0659,-0.0465,autosome,macro
1,19900001,20000000,19949650,6599,2712,26.5,68.75,-0.4436,-0.0588,-0.0401,autosome,macro
1,20000001,20100000,20049151,6021,2575,32.375,126.875,-0.5934,-0.1366,-0.094,autosome,macro
1,20100001,20200000,20148796,6301,2467,19,70,-0.573,-0.0813,-0.0584,autosome,macro
1,20200001,20300000,20250433,5693,2508,20.875,118.625,-0.7007,-0.1396,-0.0961,autosome,macro
1,20300001,20400000,20350406,5409,2200,25.875,32.375,-0.1116,-0.011,-0.0079,autosome,macro
1,20400001,20500000,20450698,6076,2355,29.875,36.375,-0.0981,-0.0099,-0.0071,autosome,macro
1,20500001,20600000,20551410,6459,2656,22.125,63.875,-0.4855,-0.0621,-0.0446,autosome,macro
1,20600001,20700000,20648335,5883,2415,30.875,50.125,-0.2377,-0.0323,-0.0227,autosome,macro
1,20700001,20800000,20749220,6138,2461,22,55,-0.4286,-0.061,-0.0424,autosome,macro
1,20800001,20900000,20850090,6427,2590,21.625,57.375,-0.4525,-0.0603,-0.0424,autosome,macro
1,20900001,21000000,20948951,6173,2505,36.375,30.625,0.0858,0.0089,0.0065,autosome,macro
1,21000001,21100000,21054645,5142,2004,26.125,55.125,-0.3569,-0.0542,-0.0381,autosome,macro
1,21100001,21200000,21150178,5889,2246,25,40.75,-0.2395,-0.0271,-0.0177,autosome,macro
1,21200001,21300000,21251015,5924,2259,35.125,55.125,-0.2216,-0.035,-0.0249,autosome,macro
1,21300001,21400000,21349544,6383,2599,36.5,61.25,-0.2532,-0.0368,-0.0257,autosome,macro
1,21400001,21500000,21449515,5970,2388,55.5,55.75,-0.0022,-0.0004,-0.0003,autosome,macro
1,21500001,21600000,21550133,5964,2415,32.125,46.125,-0.1789,-0.0225,-0.0161,autosome,macro
1,21600001,21700000,21647814,6541,2501,32.875,57.625,-0.2735,-0.038,-0.0268,autosome,macro
1,21700001,21800000,21749478,6351,2459,41.625,58.875,-0.1716,-0.0273,-0.0192,autosome,macro
1,21800001,21900000,21849189,6193,2408,34.25,55,-0.2325,-0.0326,-0.0224,autosome,macro
1,21900001,22000000,21950483,6097,2580,50.25,50.25,0,0,0,autosome,macro
1,22000001,22100000,22052633,6925,2781,31.625,62.625,-0.3289,-0.0476,-0.0338,autosome,macro
1,22100001,22200000,22150646,5569,2290,40.625,62.125,-0.2092,-0.0328,-0.0225,autosome,macro
1,22200001,22300000,22251815,5688,2222,27.375,56.875,-0.3501,-0.0509,-0.0357,autosome,macro
1,22300001,22400000,22348510,6250,2461,22.25,17.5,0.1195,0.0079,0.0059,autosome,macro
1,22400001,22500000,22448635,5925,2443,27.5,57.25,-0.351,-0.0498,-0.0341,autosome,macro
1,22500001,22600000,22550486,5796,2445,51.25,55.5,-0.0398,-0.0058,-0.0042,autosome,macro
1,22600001,22700000,22650473,5884,2530,29.625,30.875,-0.0207,-0.002,-0.0014,autosome,macro
1,22700001,22800000,22749018,5356,2366,20,43.5,-0.3701,-0.043,-0.0294,autosome,macro
1,22800001,22900000,22850272,5030,2368,19,46,-0.4154,-0.0416,-0.0295,autosome,macro
1,22900001,23000000,22949969,5387,2380,28.375,20.625,0.1582,0.0139,0.0097,autosome,macro
1,23000001,23100000,23050854,5682,2366,22.875,62.125,-0.4618,-0.0634,-0.0442,autosome,macro
1,23100001,23200000,23153271,5181,2129,19.5,88.25,-0.6381,-0.1187,-0.0803,autosome,macro
1,23200001,23300000,23249954,5817,2358,34.375,43.875,-0.1214,-0.0147,-0.0107,autosome,macro
1,23300001,23400000,23349182,5237,2148,26.5,27.25,-0.014,-0.0014,-0.001,autosome,macro
1,23400001,23500000,23451346,5623,2229,33.125,37.125,-0.0569,-0.0069,-0.0049,autosome,macro
1,23500001,23600000,23548797,5296,2165,35.875,35.875,0,0,0,autosome,macro
1,23600001,23700000,23647051,5109,2074,18.125,27.125,-0.1989,-0.016,-0.0114,autosome,macro
1,23700001,23800000,23753733,4998,2058,25,81.25,-0.5294,-0.0944,-0.0624,autosome,macro
1,23800001,23900000,23849504,5356,2018,28.375,47.625,-0.2533,-0.0336,-0.0238,autosome,macro
1,23900001,24000000,23951268,6382,2531,49.75,58.75,-0.0829,-0.0138,-0.0097,autosome,macro
1,24000001,24100000,24052085,5919,2380,47.125,76.875,-0.2399,-0.0479,-0.0328,autosome,macro
1,24100001,24200000,24148210,5843,2398,47.625,72.625,-0.2079,-0.0381,-0.027,autosome,macro
1,24200001,24300000,24250515,4921,1932,23.375,30.625,-0.1343,-0.0147,-0.0108,autosome,macro
1,24300001,24400000,24348854,5142,1964,28.5,39.5,-0.1618,-0.0218,-0.0154,autosome,macro
1,24400001,24500000,24450224,5471,2078,29,34.75,-0.0902,-0.0096,-0.0069,autosome,macro
1,24500001,24600000,24551749,5469,2174,39.75,40.5,-0.0093,-0.0012,-0.0008,autosome,macro
1,24600001,24700000,24649481,6301,2506,31.25,43.75,-0.1667,-0.02,-0.0143,autosome,macro
1,24700001,24800000,24748240,5574,2165,49.125,58.125,-0.0839,-0.0147,-0.0104,autosome,macro
1,24800001,24900000,24854240,5368,2121,22.5,28.25,-0.1133,-0.0112,-0.0083,autosome,macro
1,24900001,25000000,24950377,6060,2431,17.25,21.5,-0.1097,-0.0068,-0.005,autosome,macro
1,25000001,25100000,25053592,5430,2270,17.375,39.875,-0.393,-0.0438,-0.0305,autosome,macro
1,25100001,25200000,25151019,6543,2571,32.875,38.125,-0.0739,-0.0093,-0.0066,autosome,macro
1,25200001,25300000,25249501,6958,2765,31.5,84.25,-0.4557,-0.0714,-0.0506,autosome,macro
1,25300001,25400000,25348455,5563,2357,25,79.25,-0.5204,-0.0918,-0.0624,autosome,macro
1,25400001,25500000,25450959,6548,2727,55,46.25,0.0864,0.0126,0.0089,autosome,macro
1,25500001,25600000,25549428,5617,2277,31.625,42.625,-0.1481,-0.0197,-0.014,autosome,macro
1,25600001,25700000,25650353,6388,2522,54.625,62.625,-0.0682,-0.0114,-0.008,autosome,macro
1,25700001,25800000,25749665,6523,2808,43.5,55.25,-0.119,-0.0153,-0.0113,autosome,macro
1,25800001,25900000,25851404,6416,2598,27.125,55.125,-0.3404,-0.0427,-0.0303,autosome,macro
1,25900001,26000000,25949974,6005,2406,13.75,46.5,-0.5436,-0.0582,-0.0415,autosome,macro
1,26000001,26100000,26050454,6082,2303,13,37,-0.48,-0.0433,-0.0292,autosome,macro
1,26100001,26200000,26152645,6299,2419,24.75,47.5,-0.3149,-0.0354,-0.0246,autosome,macro
1,26200001,26300000,26251541,6607,2774,33.125,46.125,-0.164,-0.019,-0.0138,autosome,macro
1,26300001,26400000,26349739,6065,2491,37.5,64.5,-0.2647,-0.0426,-0.0298,autosome,macro
1,26400001,26500000,26449647,6036,2377,43.25,77.75,-0.2851,-0.0523,-0.0367,autosome,macro
1,26500001,26600000,26552200,6288,2403,36.25,49,-0.1496,-0.021,-0.0144,autosome,macro
1,26600001,26700000,26648364,6569,2589,50.5,52.5,-0.0194,-0.0031,-0.0021,autosome,macro
1,26700001,26800000,26747759,6504,2566,51.25,82.5,-0.2336,-0.0481,-0.0327,autosome,macro
1,26800001,26900000,26850953,6683,2810,57.5,97,-0.2557,-0.0545,-0.0358,autosome,macro
