scaffold,start,end,mid,sites,sitesUsed,ABBA,BABA,D,fd,fdM,type,micro.macro
1,7100001,7200000,7152263,6614,2713,71.125,51.625,0.1589,0.0354,0.0207,autosome,macro
1,7200001,7300000,7250054,5955,2360,47.625,44.125,0.0381,0.0071,0.0044,autosome,macro
1,7300001,7400000,7351349,6356,2430,63.375,54.125,0.0787,0.0172,0.0108,autosome,macro
1,7400001,7500000,7449850,6255,2412,58.875,61.875,-0.0248,-0.0051,-0.003,autosome,macro
1,7500001,7600000,7553613,5713,2024,34.75,9.75,0.5618,0.0565,0.0349,autosome,macro
1,7600001,7700000,7649306,5691,2165,61,47.25,0.127,0.026,0.0162,autosome,macro
1,7700001,7800000,7750922,6720,2633,111.75,67,0.2503,0.0552,0.0369,autosome,macro
1,7800001,7900000,7851364,6122,2361,52.25,58.25,-0.0543,-0.011,-0.0069,autosome,macro
1,7900001,8000000,7948037,6337,2351,38.625,46.875,-0.0965,-0.017,-0.0107,autosome,macro
1,8000001,8100000,8052999,6328,2223,58,42,0.16,0.0258,0.0168,autosome,macro
1,8100001,8200000,8150165,6647,2541,67.875,38.625,0.2746,0.051,0.034,autosome,macro
1,8200001,8300000,8248619,6355,2511,53.375,65.875,-0.1048,-0.0207,-0.0138,autosome,macro
1,8300001,8400000,8349499,6484,2527,77.875,80.625,-0.0174,-0.0046,-0.0028,autosome,macro
1,8400001,8500000,8450589,6882,2688,81.375,60.125,0.1502,0.0334,0.0213,autosome,macro
1,8500001,8600000,8548748,7311,2804,73.25,61,0.0912,0.0181,0.0117,autosome,macro
1,8600001,8700000,8651184,7089,2860,91.75,67,0.1559,0.0401,0.0257,autosome,macro
1,8700001,8800000,8750107,7441,2879,78.375,76.625,0.0113,0.0027,0.0017,autosome,macro
1,8800001,8900000,8850545,6610,2735,86.125,80.625,0.033,0.0088,0.0054,autosome,macro
1,8900001,9000000,8950704,6398,2668,69.75,58,0.092,0.0176,0.0117,autosome,macro
1,9000001,9100000,9048663,6708,2639,110.625,74.625,0.1943,0.0569,0.0349,autosome,macro
1,9100001,9200000,9147520,6472,2452,91.125,53.875,0.2569,0.0608,0.0391,autosome,macro
1,9200001,9300000,9252816,6389,2433,65.625,59.875,0.0458,0.0105,0.0066,autosome,macro
1,9300001,9400000,9349083,7263,2978,95.625,89.125,0.0352,0.0095,0.0059,autosome,macro
1,9400001,9500000,9448776,6703,2796,70.75,61.5,0.0699,0.0144,0.0095,autosome,macro
1,9500001,9600000,9547306,7107,2906,80.375,63.125,0.1202,0.0282,0.0176,autosome,macro
1,9600001,9700000,9649136,6441,2513,80.375,66.125,0.0973,0.0236,0.0153,autosome,macro
1,9700001,9800000,9751165,6663,2634,70.875,58.625,0.0946,0.0201,0.0129,autosome,macro
1,9800001,9900000,9849659,6216,2520,55.125,70.375,-0.1215,-0.0286,-0.0171,autosome,macro
1,9900001,10000000,9948180,6851,2670,51.5,49,0.0249,0.0046,0.0028,autosome,macro
1,10000001,10100000,10048591,6107,2276,54.625,61.375,-0.0582,-0.0124,-0.0081,autosome,macro
1,10100001,10200000,10148149,5788,2325,56.75,88.75,-0.2199,-0.0567,-0.0362,autosome,macro
1,10200001,10300000,10250870,5349,2143,70.25,54,0.1308,0.0332,0.0201,autosome,macro
1,10300001,10400000,10345246,5460,2251,69,42.75,0.2349,0.0449,0.0291,autosome,macro
1,10400001,10500000,10451907,5904,2447,53.25,41.5,0.124,0.0209,0.0134,autosome,macro
1,10500001,10600000,10548795,6030,2525,49.75,51.75,-0.0197,-0.0035,-0.0023,autosome,macro
1,10600001,10700000,10653366,5705,2392,55.75,55.75,0,0,0,autosome,macro
1,10700001,10800000,10752265,6861,2822,76.125,58.375,0.132,0.0258,0.0171,autosome,macro
1,10800001,10900000,10850615,7054,2828,81.75,55.25,0.1934,0.0408,0.026,autosome,macro
1,10900001,11000000,10951254,6817,2818,101.75,55.75,0.2921,0.068,0.0438,autosome,macro
1,11000001,11100000,11049358,6488,2655,66.25,77.25,-0.0767,-0.0153,-0.0101,autosome,macro
1,11100001,11200000,11151960,6684,2477,72.125,53.375,0.1494,0.0258,0.0172,autosome,macro
1,11200001,11300000,11247448,6335,2428,77.5,63.5,0.0993,0.0182,0.0127,autosome,macro
1,11300001,11400000,11350378,7243,2671,95.5,62.25,0.2108,0.0544,0.0336,autosome,macro
1,11400001,11500000,11454238,6684,2481,69.125,66.125,0.0222,0.0052,0.0033,autosome,macro
1,11500001,11600000,11551669,6159,2576,45.5,27.25,0.2509,0.04,0.0245,autosome,macro
1,11600001,11700000,11650229,6675,2536,64.375,73.125,-0.0636,-0.0145,-0.009,autosome,macro
1,11700001,11800000,11747406,6602,2470,73.5,66.5,0.05,0.0117,0.0074,autosome,macro
1,11800001,11900000,11852344,5989,2281,78.25,52,0.2015,0.0422,0.0273,autosome,macro
1,11900001,12000000,11950928,6567,2527,74.875,78.125,-0.0212,-0.0049,-0.0033,autosome,macro
1,12000001,12100000,12050619,6837,2573,65.25,72.25,-0.0509,-0.0114,-0.0069,autosome,macro
1,12100001,12200000,12150863,6729,2508,65.375,47.375,0.1596,0.0307,0.0199,autosome,macro
1,12200001,12300000,12250743,6341,2625,74.375,82.625,-0.0525,-0.0116,-0.0075,autosome,macro
1,12300001,12400000,12350979,6281,2377,64.375,58.625,0.0467,0.0109,0.0065,autosome,macro
1,12400001,12500000,12449431,6817,2614,78.5,59.75,0.1356,0.0314,0.0201,autosome,macro
1,12500001,12600000,12545807,5831,1977,42.25,43.5,-0.0146,-0.0027,-0.0017,autosome,macro
1,12600001,12700000,12651183,5902,2252,39.5,47,-0.0867,-0.0137,-0.0087,autosome,macro
1,12700001,12800000,12747068,5574,2190,44,32,0.1579,0.0242,0.0155,autosome,macro
1,12800001,12900000,12848342,6220,2532,48.5,63.25,-0.132,-0.0245,-0.0159,autosome,macro
1,12900001,13000000,12948324,5877,2412,38,52,-0.1556,-0.0254,-0.0161,autosome,macro
1,13000001,13100000,13050747,5996,2237,67.5,39.5,0.2617,0.05,0.032,autosome,macro
1,13100001,13200000,13149029,5758,2166,52.75,54.5,-0.0163,-0.0036,-0.0022,autosome,macro
1,13200001,13300000,13250310,5714,2227,47.5,56.25,-0.0843,-0.0159,-0.0104,autosome,macro
1,13300001,13400000,13350334,6322,2579,76.25,80,-0.024,-0.007,-0.0042,autosome,macro
1,13400001,13500000,13451016,6313,2580,52.25,38.25,0.1547,0.0236,0.0152,autosome,macro
1,13500001,13600000,13550154,5876,2302,43.75,46.25,-0.0278,-0.0043,-0.0028,autosome,macro
1,13600001,13700000,13651624,6381,2509,69,55.75,0.1062,0.0213,0.0139,autosome,macro
1,13700001,13800000,13748704,6671,2683,62.875,36.125,0.2702,0.0523,0.0319,autosome,macro
1,13800001,13900000,13850361,6307,2737,37.5,72.25,-0.3166,-0.0556,-0.0358,autosome,macro
1,13900001,14000000,13951746,6163,2580,58.75,27,0.3703,0.0505,0.0343,autosome,macro
1,14000001,14100000,14049281,5566,2031,71.5,33.5,0.3619,0.071,0.0459,autosome,macro
1,14100001,14200000,14150425,5567,2156,34.25,48,-0.1672,-0.0271,-0.0174,autosome,macro
1,14200001,14300000,14247980,5010,1974,29.75,27.75,0.0348,0.0045,0.0029,autosome,macro
1,14300001,14400000,14354903,5519,2381,56,98.75,-0.2763,-0.0711,-0.0452,autosome,macro
1,14400001,14500000,14451698,6245,2454,61,47.5,0.1244,0.0244,0.0155,autosome,macro
1,14500001,14600000,14551304,6572,2474,55.375,31.125,0.2803,0.041,0.0272,autosome,macro
1,14600001,14700000,14648134,6755,2528,72.5,35.25,0.3457,0.0669,0.0438,autosome,macro
1,14700001,14800000,14754481,5213,2072,32.75,38.25,-0.0775,-0.0121,-0.0078,autosome,macro
1,14800001,14900000,14845840,5937,2409,58.25,57.5,0.0065,0.0013,0.0008,autosome,macro
1,14900001,15000000,14949564,5993,2573,45.375,21.875,0.3494,0.0403,0.0272,autosome,macro
1,15000001,15100000,15051921,5588,2528,57.75,28.25,0.343,0.0524,0.0338,autosome,macro
1,15100001,15200000,15151008,5885,2385,36,85.25,-0.4062,-0.08,-0.0519,autosome,macro
1,15200001,15300000,15250777,5847,2423,46.375,25.125,0.2972,0.0379,0.025,autosome,macro
1,15300001,15400000,15347387,6105,2613,37.125,37.875,-0.01,-0.0012,-0.0008,autosome,macro
1,15400001,15500000,15449135,5848,2467,43.625,21.875,0.3321,0.0381,0.0254,autosome,macro
1,15500001,15600000,15552420,5403,2325,36,10.5,0.5484,0.048,0.0314,autosome,macro
1,15600001,15700000,15649174,5865,2371,34.625,41.875,-0.0948,-0.0135,-0.0086,autosome,macro
1,15700001,15800000,15747752,5533,2205,35.375,40.625,-0.0691,-0.0102,-0.0066,autosome,macro
1,15800001,15900000,15849445,5329,2267,29.875,33.875,-0.0627,-0.0078,-0.0048,autosome,macro
1,15900001,16000000,15949093,5291,2201,54,39.75,0.152,0.0259,0.0169,autosome,macro
1,16000001,16100000,16051363,5755,2292,33.75,36.5,-0.0391,-0.0044,-0.003,autosome,macro
1,16100001,16200000,16149682,5564,2432,36.75,59,-0.2324,-0.0358,-0.0226,autosome,macro
1,16200001,16300000,16250833,4907,1848,44.125,31.375,0.1689,0.0236,0.0157,autosome,macro
1,16300001,16400000,16351761,4323,1814,36.25,31,0.0781,0.01,0.0064,autosome,macro
1,16400001,16500000,16451102,4578,1834,57.25,28.25,0.3392,0.0551,0.0364,autosome,macro
1,16500001,16600000,16547013,4323,1793,51.875,25.125,0.3474,0.0494,0.0316,autosome,macro
1,16600001,16700000,16647975,4571,1833,25.125,57.875,-0.3946,-0.0641,-0.0413,autosome,macro
1,16700001,16800000,16754950,4741,1939,37.625,63.125,-0.2531,-0.0466,-0.0306,autosome,macro
1,16800001,16900000,16851036,4453,1869,21.625,50.875,-0.4034,-0.0524,-0.0343,autosome,macro
1,16900001,17000000,16947644,4493,1872,26.375,63.375,-0.4123,-0.0649,-0.0419,autosome,macro
1,17000001,17100000,17048907,4255,1703,33.125,49.125,-0.1945,-0.0338,-0.022,autosome,macro
1,17100001,17200000,17150048,4299,1875,28.875,37.375,-0.1283,-0.0178,-0.0119,autosome,macro
1,17200001,17300000,17250342,5556,2297,35.375,18.875,0.3041,0.0294,0.0198,autosome,macro
1,17300001,17400000,17346671,4945,2032,27.5,11.25,0.4194,0.0304,0.0204,autosome,macro
1,17400001,17500000,17447783,5354,2377,43.25,22.5,0.3156,0.0361,0.0234,autosome,macro
1,17500001,17600000,17548324,5332,2218,35.5,23.25,0.2085,0.0228,0.0151,autosome,macro
1,17600001,17700000,17651160,4929,1916,36.75,24.25,0.2049,0.0251,0.0166,autosome,macro
1,17700001,17800000,17746461,5007,1998,30,11.5,0.4458,0.0426,0.0277,autosome,macro
1,17800001,17900000,17852093,5580,2233,26.5,19.25,0.1585,0.0146,0.0093,autosome,macro
1,17900001,18000000,17950090,5449,2093,30.25,23.5,0.1256,0.014,0.0092,autosome,macro
1,18000001,18100000,18049594,5505,2233,37.5,18,0.3514,0.0418,0.0277,autosome,macro
1,18100001,18200000,18150664,6237,2581,37.75,35.25,0.0342,0.0042,0.0027,autosome,macro
1,18200001,18300000,18250848,6025,2346,38.75,26.25,0.1923,0.0222,0.0144,autosome,macro
1,18300001,18400000,18349886,6275,2557,58.625,19.125,0.508,0.0754,0.0462,autosome,macro
1,18400001,18500000,18452642,6241,2708,71.25,41,0.2695,0.0508,0.0319,autosome,macro
1,18500001,18600000,18550780,6037,2492,66.125,40.625,0.2389,0.0444,0.0278,autosome,macro
1,18600001,18700000,18647977,6153,2602,46.125,14.375,0.5248,0.054,0.038,autosome,macro
1,18700001,18800000,18750773,5782,2396,51,55,-0.0377,-0.0068,-0.0041,autosome,macro
1,18800001,18900000,18848310,5262,2111,39,30.5,0.1223,0.0183,0.0117,autosome,macro
1,18900001,19000000,18950307,5677,2351,45.5,64.5,-0.1727,-0.0339,-0.0215,autosome,macro
1,19000001,19100000,19048662,6532,2577,55.5,23.75,0.4006,0.0544,0.0353,autosome,macro
1,19100001,19200000,19151423,5399,2258,47.75,38,0.1137,0.0186,0.0123,autosome,macro
1,19200001,19300000,19249917,6023,2419,43,67,-0.2182,-0.0429,-0.0278,autosome,macro
1,19300001,19400000,19351542,6639,2690,72,43.25,0.2495,0.045,0.0292,autosome,macro
1,19400001,19500000,19448909,5971,2365,43.5,46.25,-0.0306,-0.0058,-0.0036,autosome,macro
1,19500001,19600000,19550578,6094,2493,55.75,41.25,0.1495,0.0282,0.0178,autosome,macro
1,19600001,19700000,19648927,5816,2405,68.125,36.625,0.3007,0.0636,0.0403,autosome,macro
1,19700001,19800000,19749858,5988,2444,48.75,46.25,0.0263,0.0047,0.003,autosome,macro
1,19800001,19900000,19850709,5732,2545,40.25,33.75,0.0878,0.0107,0.0071,autosome,macro
1,19900001,20000000,19949650,6599,2732,40.25,49.25,-0.1006,-0.0161,-0.0102,autosome,macro
1,20000001,20100000,20049151,6021,2568,34.5,86.25,-0.4286,-0.0949,-0.059,autosome,macro
1,20100001,20200000,20148796,6301,2732,28.5,36.75,-0.1264,-0.0138,-0.0091,autosome,macro
1,20200001,20300000,20250433,5693,2543,60.125,95.125,-0.2254,-0.0578,-0.035,autosome,macro
1,20300001,20400000,20350406,5409,2251,36.625,21.875,0.2521,0.0317,0.0192,autosome,macro
1,20400001,20500000,20450698,6076,2285,39,32,0.0986,0.0135,0.0084,autosome,macro
1,20500001,20600000,20551410,6459,2667,41.875,45.625,-0.0429,-0.0072,-0.0043,autosome,macro
1,20600001,20700000,20648335,5883,2408,85.125,26.125,0.5303,0.1194,0.0754,autosome,macro
1,20700001,20800000,20749220,6138,2482,41.625,31.375,0.1404,0.0203,0.0132,autosome,macro
1,20800001,20900000,20850090,6427,2573,43.25,42.25,0.0117,0.0021,0.0013,autosome,macro
1,20900001,21000000,20948951,6173,2386,58.25,27.25,0.3626,0.0574,0.0376,autosome,macro
1,21000001,21100000,21054645,5142,1894,56.75,28.25,0.3353,0.0665,0.0435,autosome,macro
1,21100001,21200000,21150178,5889,2316,52.25,36.5,0.1775,0.0321,0.0202,autosome,macro
1,21200001,21300000,21251015,5924,2171,51.5,28.25,0.2915,0.0418,0.0275,autosome,macro
1,21300001,21400000,21349544,6383,2553,83.75,63,0.1414,0.0351,0.0217,autosome,macro
1,21400001,21500000,21449515,5970,2458,52.5,52.5,0,0,0,autosome,macro
1,21500001,21600000,21550133,5964,2411,49.125,51.125,-0.02,-0.004,-0.0025,autosome,macro
1,21600001,21700000,21647814,6541,2517,80.125,39.375,0.341,0.072,0.0448,autosome,macro
1,21700001,21800000,21749478,6351,2412,68.125,36.125,0.307,0.057,0.0374,autosome,macro
1,21800001,21900000,21849189,6193,2473,79.5,45,0.2771,0.064,0.0395,autosome,macro
1,21900001,22000000,21950483,6097,2546,65,43.25,0.2009,0.0409,0.0255,autosome,macro
1,22000001,22100000,22052633,6925,2831,66.5,42.75,0.2174,0.04,0.0258,autosome,macro
1,22100001,22200000,22150646,5569,2110,49.5,34,0.1856,0.0289,0.0185,autosome,macro
1,22200001,22300000,22251815,5688,2174,40.125,47.625,-0.0855,-0.0164,-0.0101,autosome,macro
1,22300001,22400000,22348510,6250,2509,33.75,22.75,0.1947,0.0237,0.015,autosome,macro
1,22400001,22500000,22448635,5925,2528,68,43.5,0.2197,0.0453,0.0286,autosome,macro
1,22500001,22600000,22550486,5796,2444,71.25,58,0.1025,0.0227,0.0139,autosome,macro
1,22600001,22700000,22650473,5884,2532,64.125,44.625,0.1793,0.0336,0.0207,autosome,macro
1,22700001,22800000,22749018,5356,2390,41.875,34.375,0.0984,0.0144,0.0093,autosome,macro
1,22800001,22900000,22850272,5030,2427,32.875,25.875,0.1191,0.0114,0.0077,autosome,macro
1,22900001,23000000,22949969,5387,2385,36.75,15,0.4203,0.0412,0.0278,autosome,macro
1,23000001,23100000,23050854,5682,2325,50,29.5,0.2579,0.0384,0.025,autosome,macro
1,23100001,23200000,23153271,5181,2165,50.125,50.375,-0.0025,-0.0005,-0.0003,autosome,macro
1,23200001,23300000,23249954,5817,2349,53.25,41.75,0.1211,0.0213,0.0139,autosome,macro
1,23300001,23400000,23349182,5237,2087,36.125,16.625,0.3697,0.0415,0.0272,autosome,macro
1,23400001,23500000,23451346,5623,2303,50.875,19.125,0.4536,0.0685,0.0427,autosome,macro
1,23500001,23600000,23548797,5296,2053,34,30.5,0.0543,0.007,0.0046,autosome,macro
1,23600001,23700000,23647051,5109,1875,22.375,15.875,0.1699,0.0138,0.0092,autosome,macro
1,23700001,23800000,23753733,4998,2006,40.375,77.125,-0.3128,-0.0748,-0.046,autosome,macro
1,23800001,23900000,23849504,5356,1937,48.5,40,0.096,0.0197,0.0117,autosome,macro
1,23900001,24000000,23951268,6382,2393,91.75,47.75,0.3154,0.0782,0.0504,autosome,macro
1,24000001,24100000,24052085,5919,2320,67.75,59.75,0.0627,0.0135,0.0089,autosome,macro
1,24100001,24200000,24148210,5843,2385,52.125,54.375,-0.0211,-0.0044,-0.0027,autosome,macro
1,24200001,24300000,24250515,4921,1921,31.625,29.875,0.0285,0.0046,0.0028,autosome,macro
1,24300001,24400000,24348854,5142,2008,56.75,38.75,0.1885,0.0409,0.0263,autosome,macro
1,24400001,24500000,24450224,5471,1855,48.125,35.875,0.1458,0.026,0.0165,autosome,macro
1,24500001,24600000,24551749,5469,2028,46.75,43.5,0.036,0.0067,0.0042,autosome,macro
1,24600001,24700000,24649481,6301,2568,66.75,45.75,0.1867,0.0396,0.025,autosome,macro
1,24700001,24800000,24748240,5574,2242,40.625,55.125,-0.1514,-0.0287,-0.018,autosome,macro
1,24800001,24900000,24854240,5368,2044,49.375,20.125,0.4209,0.064,0.0424,autosome,macro
1,24900001,25000000,24950377,6060,2427,49.75,36.75,0.1503,0.0218,0.0142,autosome,macro
1,25000001,25100000,25053592,5430,2047,58.5,32.75,0.2822,0.0618,0.0392,autosome,macro
1,25100001,25200000,25151019,6543,2639,36.25,70.25,-0.3192,-0.0589,-0.0383,autosome,macro
1,25200001,25300000,25249501,6958,2921,45.125,99.875,-0.3776,-0.0792,-0.0505,autosome,macro
1,25300001,25400000,25348455,5563,2307,43.375,45.875,-0.028,-0.0046,-0.0029,autosome,macro
1,25400001,25500000,25450959,6548,2663,48.375,58.875,-0.0979,-0.0201,-0.0121,autosome,macro
1,25500001,25600000,25549428,5617,2269,47.25,33.25,0.1739,0.0296,0.0189,autosome,macro
1,25600001,25700000,25650353,6388,2593,49,61,-0.1091,-0.0216,-0.0134,autosome,macro
1,25700001,25800000,25749665,6523,2893,51.75,58.5,-0.0612,-0.0109,-0.0069,autosome,macro
1,25800001,25900000,25851404,6416,2665,57.875,46.125,0.113,0.0201,0.013,autosome,macro
1,25900001,26000000,25949974,6005,2499,32.625,44.875,-0.1581,-0.0251,-0.0157,autosome,macro
1,26000001,26100000,26050454,6082,2402,31.5,24.75,0.12,0.0132,0.0085,autosome,macro
1,26100001,26200000,26152645,6299,2555,58.625,35.875,0.2407,0.0418,0.0266,autosome,macro
1,26200001,26300000,26251541,6607,2729,82.125,45.625,0.2857,0.0564,0.0364,autosome,macro
1,26300001,26400000,26349739,6065,2467,77.75,52.25,0.1962,0.0449,0.0287,autosome,macro
1,26400001,26500000,26449647,6036,2358,54.75,63,-0.0701,-0.0154,-0.0097,autosome,macro
1,26500001,26600000,26552200,6288,2405,75.625,41.625,0.29,0.0661,0.0414,autosome,macro
1,26600001,26700000,26648364,6569,2602,44.125,51.125,-0.0735,-0.0131,-0.0084,autosome,macro
1,26700001,26800000,26747759,6504,2690,69,45.25,0.2079,0.0402,0.0269,autosome,macro
1,26800001,26900000,26850953,6683,2786,64.875,78.875,-0.0974,-0.0242,-0.0145,autosome,macro
1,26900001,27000000,26948998,6364,2538,66,86.5,-0.1344,-0.0333,-0.0205,autosome,macro
1,27000001,27100000,27051427,6798,2642,74.25,55.5,0.1445,0.0346,0.0206,autosome,macro
1,27100001,27200000,27150784,6426,2392,70.375,49.875,0.1705,0.0367,0.0234,autosome,macro
1,27200001,27300000,27248506,6668,2565,72.75,71.75,0.0069,0.0018,0.0011,autosome,macro
1,27300001,27400000,27350536,6853,2627,63.25,75.25,-0.0866,-0.0224,-0.0134,autosome,macro
1,27400001,27500000,27448580,5695,2271,52.375,63.125,-0.0931,-0.0209,-0.0127,autosome,macro
1,27500001,27600000,27550369,7001,2732,70.75,67,0.0272,0.006,0.0037,autosome,macro
1,27600001,27700000,27651499,5731,2001,67.75,48.25,0.1681,0.0391,0.0242,autosome,macro
